docket_seq	document_name_and_date	embed_title	size	pdf_url
1	Information, 9-16-25	9 16 25 Information	284KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/15011912-ef6a-4cb0-9110-da11ae43c0b8.pdf
2	Probable Cause Affidavit, 9-16-25	9 16 25 Probable Cause Affidavit	77.2KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/6176388e-e453-4f96-aa18-b7417f6c3853.pdf
3	Public Safety Assessment Report, 9-16-25	9 16 25 Public Safety Assessment	720KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/3d101069-1ce7-40a7-a630-7b95ae234197.pdf
4	Bail Order, 9-16-25	9 16 25 Bail Order	708KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/5a7cca47-f738-488e-9107-6e0495524469.pdf
5	Return of Electronic Notification, 9-16-25	9 16 25 Return Of Electronic Notification	20.4KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/c31a6d84-7df7-459e-9f83-61007028a30a.pdf
6	Acknowledgment of Firearm Restriction, 9-16-25	9 16 25 Acknowledgment Of Firearm Restriction	140KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/361d1fcb-c9de-4549-8c02-78450bae7fb7.pdf
7	Order (Proposed) Pretrial Protective Order, 9-16-25	9 16 25 Proposed Pretrial Protective Order	384KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/c6387776-9454-44bb-beb1-33a226b44572.pdf
8	Return of Electronic Notification, 9-16-25	9 16 25 Return Of Electronic Notification 2	20.4KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/35c5a943-39cf-499e-b42b-df84896ce849.pdf
9	Affidavit of Indigency, 9-16-25 (Private, Not obtained)			
10	State’s Notice of Intent to Seek the Death Penalty, 9-16-25	9 16 25 Notice Of Intent To Seek Death Penalty	179KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/0de50288-75a3-4d17-981e-720a32158ce3.pdf
11	Return of Electronic Notification, 9-16-25 (Not obtained)			
12	Request for Designation of Victim Representative, 9-16-25	9 16 25 Request For Designation Of Victim Representative	95.7KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/f479c8bd-2db7-492f-957e-82923b693154.pdf
13	Return of Electronic Notification, 9-16-25 (Not obtained)			
14	Order Pretrial Protective Order, 9-16-25	9 16 25 Pretrial Protective Order Erika Kirk	770KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/903f010b-5e13-4966-9bb4-36c76b544a45.pdf
15	Return of Electronic Notification, 9-16-25 (Not obtained)			
16	Return of Electronic Notification, 9-17-25 (Not obtained)			
17	Initial Appearance, 9-22-25	9 17 25 Initial Appearance	711KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/27a066c0-ece9-4514-986a-85f44487912c.pdf
18	Return of Electronic Notification, 9-23-25 (Not obtained)			
19	Pre-Trial Protective Order, 9-23-25 (Not obtained, duplicate of #14)			
20	Notice for Case 251403576 FS Judge: Tony F. Graf Jr., 9-23-25	9 23 25 Notice	20.8KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/3d3005e1-7eae-4f87-b187-f53ca8acb166.pdf
21	Return of Electronic Notification, 9-24-25 (Not obtained)			
22	Order for Court Reporter, 9-22-25	9 22 25 Order For Court Reporter	202KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/bcadabfb-5b7a-402a-98e6-2b2279e60c76.pdf
23	Protection Order Re: Pre-Trial and Trial Publicity, 9-22-25	9 22 25 Protection Order Re Trial Publicity	267KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/318a8e0e-652a-495d-b86f-b89a1784b365.pdf
24	Order to Transport, 9-24-25	9 24 25 Order To Transport	127KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/c4357d04-b414-49e6-8e63-5baecc6c449c.pdf
25	Request and Order for Electronic Media Coverage of Court Proceedings, 9-15-25 (Not obtained)			
26	Request and Order for Electronic Media Coverage of Court Proceedings, 9-17-25 (Not obtained)			
27	Request and Order for Electronic Media Coverage of Court Proceedings, 9-24-25 (Not obtained)			
28	Standing Decorum Order, 9-24-25	9 24 25 Standing Decorum Order	579KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/20aa8189-c801-47d0-8b7e-1e4a84d74983.pdf
29	Return of Service Pretrial Protective Order, 9-24-25 (Not obtained)			
30	Protective Order Acknowledgment of Firearm Restriction, 9-24-25 (Not obtained)			
31	Return of Electronic Notification, 9-25-25 (Not obtained)			
32	Affidavit/Declaration Rule 8 Declaration of Kathryn N. Nester, 9-25-25	9 25 25 Rule 8 Declaration Of Kathryn Nester	170KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/bf5aee24-3c96-4862-82fc-8ab02671c83f.pdf
33	Affidavit/Declaration Rule 8 Declaration of Michael N. Burt, 9-25-25	9 25 25 Michael N	151KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/d980601e-4539-46f1-9f82-16ca8535b13a.pdf
34	Affidavit/Declaration Rule 8 Declaration of Richard G. Novak, 9-25-25	9 25 25 Richard G	181KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/fcef7e1e-0d8b-4719-a382-f44f380b16ab.pdf
35	Motion Pro Hac Vice to Admit Michael N. Burt, 9-25-25	9 25 25 Motion To Admit Michael Burt Phv	360KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/04b4bdef-7773-4ac9-9830-a3ddae4f85e9.pdf
36	Motion Pro Hac Vice to Admit Richard G. Novak, 9-25-25	9 25 25 Motion To Admit Richard Novak Phv	334KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/5d7398b3-f6e4-42dd-a0a6-d719fa27fc6c.pdf
37	Order (Proposed) Findings of Fact and Conclusions of Law Regarding Appointment of Rule 8 Counsel, 9-25-25 (Not obtained)			
38	Order (Proposed) Admitting Michael N. Burt Pro Hac Vice, 9-25-25 (Not obtained)			
39	Order (Proposed) Admitting Richard G. Novak Pro Hac Vice, 9-25-25 (Not obtained)			
40	Return of Electronic Notification, 9-25-25 (Not obtained)			
41	Order Admitting Michael N. Burt Pro Hac Vice, 9-26-25	9 26 25 Order Admitting Michael Burt Phv	752KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/4ebb4802-a92a-4c22-8b76-173a618dc35c.pdf
42	Order Findings of Fact and Conclusions of Law Regarding Appointment of Rule 8 Counsel, 9-27-25	9 27 25 Fofacol On Rule 8 Counsel	752KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/b7951b82-052a-42f7-8bbd-715e4faf5868.pdf
43	Return of Electronic Notification, 9-26-25 (Not obtained)			
44	Order Admitting Richard G. Novak Pro Hac Vice, 9-27-25	9 27 25 Order Admitting Richard Novak Phv	752KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/99b9f3de-4371-4db5-a957-c770aeeaeb4f.pdf
45	Return of Electronic Notification, 9-27-25 (Not obtained)			
46	Return of Electronic Notification, 9-27-25 (Not obtained)			
47	Supplemental Exhibit to Motion and Consent of Sponsoring Local Counsel for Pro Hac Vice Admission of Out of State Counsel Michael N. Burt, 9-28-25	9 28 25 Supp Exhibit To Motion Re Phv Of Michael Burt	297KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/8e18e9dd-966e-4b4b-ac42-292e1b747f53.pdf
48	Supplemental Exhibit to Motion and Consent of Sponsoring Local Counsel for Pro Hac Vice Admission of Out of State Counsel Richard G. Novak, 9-28-25	9 28 25 Supp Exhibit To Motion Re Phv Of Richard Novak	205KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/cf06cc47-adf9-412f-ae7a-88c300c8143b.pdf
49	Supplemental Exhibit to Rule 8 Declaration of Michael N. Burt, 9-28-25	9 28 25 Supp Exhibit To Michael Burt Phv Affidavit	288KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/1bc8f49b-a8cc-4585-a741-c9a0bf19ae3e.pdf
50	Supplemental Exhibit to Rule 8 Declaration of Richard G. Novak, 9-28-25	9 28 25 Supp Exhibit To Richard Novak Phv Affidavit	311KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/3394a3a2-6a29-47f4-b6c9-795eb3675e44.pdf
51	Return of Electronic Notification, 9-28-25 (Not obtained)			
52	Order to Transport, 9-29-25 (Not obtained)			
53	Return of Electronic Notification, 9-30-25 (Not obtained)			
54	Return of Electronic Notification, 9-30-25 (Not obtained)			
55	Appearance of Counsel/Notice of Limited Appearance of Counsel, 9-30-25	9 30 25 Notice Of Appearance Chad Grunander For State	144KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/64ea8c52-3263-4546-bb20-0b8e84ddca12.pdf
56	Appearance of Counsel/Notice of Limited Appearance of Counsel, 9-30-25	9 30 25 Notice Of Appearance Christopher Ballard For State	144KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/74a72add-92b7-47e6-a32e-4649a5992d2b.pdf
57	Appearance of Counsel/Notice of Limited Appearance of Counsel, 9-30-25	9 30 25 Notice Of Appearance David Sturgill For State	144KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/451541a4-d71e-43df-b2b9-7322bb688209.pdf
58	Appearance of Counsel/Notice of Limited Appearance of Counsel, 9-30-25	9 30 25 Notice Of Appearance Lauren Hunt For State	143KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/4ff5ca32-d4fb-433b-a2f2-6dce59a84a6c.pdf
59	Appearance of Counsel/Notice of Limited Appearance of Counsel, 9-30-25	9 30 25 Notice Of Appearance Ryan Mcbride For State	144KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/2f39b1cf-e5b8-49d5-9fc2-bffd1529fc3b.pdf
60	Return of Electronic Notification, 9-30-25 (Not obtained)			
61	Request for Discovery, 9-30-25	9 30 25 Request For Discovery	266KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/26bc3b24-7536-403d-9a99-f4c48cf2a373.pdf
62	Return of Electronic Notification, 9-30-25 (Not obtained)			
63	Return of Electronic Notification, 10-1-25 (Not obtained)			
64	Telephonic Conference, 10-1-25	10 1 25 Telephonic Conference 64	710KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/b4cf5290-71e5-4491-be01-45a5a8422e18.pdf
65	Telephonic Conference, 10-1-25	10 1 25 Telephonic Conference 65	709KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/7036d3e3-5ebc-480c-ab8d-d74ae1e2a454.pdf
66	Request and Order for Electronic Media Coverage of Court Proceedings, 9-29-25	9 29 25 Request And Order For Electronic Media Coverage	119KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/a9ba24be-f672-42d5-afd9-62a1b4a2dc7d.pdf
67	Request and Order for Electronic Media Coverage of Court Proceedings, 9-29-25 (Not obtained)			
68	Return of Electronic Notification, 10-2-25 (Not obtained)			
69	Return of Electronic Notification, 10-3-25 (Not obtained)			
70	Return of Electronic Notification, 10-4-25 (Not obtained)			
71	Request for Audio Recording, 10-6-25	10 6 25 Request For Audio Recording	99KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/bcaecd49-8a97-44b1-ad9f-89299e143a35.pdf
72	Return of Electronic Notification, 10-6-25 (Not obtained)			
73	Return of Electronic Notification, 10-7-25 (Not obtained)			
74	Copy of Video/Audio Record (completed), 10-8-25	10 8 25 Copy Of Video Audio Record Completed	117KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/6903bbde-de6a-4e8c-b9c6-ab7375432e44.pdf
75	Motion to Preserve Evidence, 10-8-25	10 8 25 Motion To Preserve Evidence	125KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/213c1939-16c4-428a-90bb-3121cfe74dec.pdf
76	Order (Proposed) Granting Motion to Preserve Evidence, 10-8-25 (Not obtained)			
77	Return of Electronic Notification, 10-8-25 (Not obtained)			
78	Return of Electronic Notification, 10-9-25 (Not obtained)			
79	Motion Permission to File Overlength Motion to Appear in Civilian Clothes and Without Restraints, 10-9-25	10 9 25 Motion For Permission To File Overlength Brief	159KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/8edc4b88-8a8f-4db1-97eb-89f3d689e142.pdf
80	Request/Notice to Submit Motion for Permission to File Overlength Motion to Appear in Civilian Clothes and Without Restraints, 10-9-25	10 9 25 Request To Submit Motion For Overlength Brief	139KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/4bd7410f-fb0c-4448-91b5-562d58ea5007.pdf
81	Order (Proposed) Granting Motion for Permission to File Overlength Motion to Appear in Civilian Clothes and Without Restraints, 10-9-25 (Not obtained)			
82	Return of Electronic Notification, 10-9-25 (Not obtained)			
83	Motion (Hearing Requested) to Appear at All In-Person Proceedings in Civilian Clothing and Without Restraints and Memorandum in Support, 10-9-25	10 9 25 Motion To Appear At All In Person Proceedings In Civilian Clothing And Without Restraints And Memorandum In Support	509KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/9bb9127e-4fe5-4c5a-bcdc-13d075d83a90.pdf
84	Order (Proposed) Temporary Order Allowing Appearance in Civilian Clothing and Without Restraints, 10-9-25	10 9 25 Proposed Order Allowing Civilian Clothing	138KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/79fb3af6-01b3-45ff-ab0c-05f5aa152298.pdf
85	Return of Electronic Notification, 10-9-25 (Not obtained)			
86	Order Granting Motion for Permission to File Overlength Motion to Appear in Civilian Clothes and Without Restraints, 10-10-25 (Not obtained)			
87	Return of Electronic Notification, 10-10-25 (Not obtained)			
88	Appearance of Counsel/Notice of Limited Appearance, 10-13-25	10 13 25 Notice Of Appearance Staci Visser	130KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/cae71612-738b-421d-a495-a0dd0116a7a9.pdf
89	Return of Electronic Notification, 10-13-25 (Not obtained)			
90	Request/Notice to Submit Stipulated Discovery Protective Order, 10-13-25 (Not obtained)			
91	Motion for Discovery Protective Order (Stipulated), 10-13-25	10 13 25 Stipulated Motion For Discovery Protective Order	178KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/081e0917-8dc6-48c6-be6c-90899a3d8f40.pdf
92	Order (Proposed) Discovery Protective Order, 10-13-25 (Not Obtained)			
93	Return of Electronic Notification, 10-13-25 (Not obtained)			
94	Certificate of Service, 10-13-25 (Not obtained)			
95	Return of Electronic Notification, 10-13-25 (Not obtained)			
96	Interim Order Defendant’s Motion to Appear in Civilian Clothing and Without Restraints, 10-14-25	10 14 25 Interim Order On Defendant's Motion To Appear In Civilian Clothing And Without Restraints	356KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/53635f32-26c1-4f19-9428-3a99bd25ab85.pdf
97	Appearance of Counsel/Notice of Limited Appearance (Richard Novak), 10-14-25	10 14 25 Notice Of Appearance Richard Novak	99.2KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/8cfb324b-40ef-40d2-820d-ac2837cce2b8.pdf
98	Return of Electronic Notification, 10-14-25 (Not obtained)			
99	Return of Electronic Notification, 10-15-25 (Not obtained)			
100	Discovery Protective Order, 10-15-25	10 15 25 Order For Discovery Protection	790KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/01038937-9c9a-48ff-bfca-45b11e9e5b2e.pdf
101	Return of Electronic Notification, 10-15-25 (Not obtained)			
102	Motion to Classify as Private the Response to Defendant’s Motion to Appear in Civilian Clothing, 10-20-25	10 20 25 Motion To Make Response To Shackling Motion Private	102KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/c81f5dca-05c1-4b9e-85c7-e49db8d41a98.pdf
103	Order (Proposed) Granting Motion to Classify as Private the Response to Defendant’s Motion to Appear in Civilian Clothing, 10-20-25 (Not obtained)			
104	Return of Electronic Notification, 10-20-25 (Not obtained)			
105	Order Granting Motion to Classify as Private the Response to Defendant’s Motion to Appear in Civilian Clothing, 10-20-25	10 20 25 Order Granting Motion To Make Response To Shackling Motion Private	737KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/cc24cde3-5dea-4fdb-8b05-9aedfaff8c11.pdf
106	Return of Electronic Notification, 10-20-25 (Not obtained)			
107	Order Granting Motion to Preserve Evidence, 10-20-25	10 20 25 Order Granting Motion To Preserve Evidence	746KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/c3b2f538-6a28-433f-b747-04c504a32023.pdf
108	Return of Electronic Notification, 10-20-25 (Not obtained)			
109	(Omitted from Docket - no document # 109)			
110	Return of Electronic Notification, 10-21-25 (Not obtained)			
111	Motion to Strike Response to Defendant’s Motion to Appear at All In-Person Proceedings in Civilian Clothing and Without Restraints, 10-21-25	10 21 25 Motion To Strike Response To Motion For Unshackling	480KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/e7480933-c3c2-4c50-86a7-8a02c7133da4.pdf
112	Return of Electronic Notification, 10-21-25 (Not obtained)			
113	Order to Transport, 10-21-25	10 21 25 Order To Transport	131KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/2874439f-8452-4e7f-b066-a1e5291a1171.pdf
114	Return of Electronic Notification, 10-22-25 (Not obtained)			
115	Defendant’s Opposition to the State of Utah’s Motion under Utah Rule of Criminal Procedure 17.5, 10-22-25	10 22 25 Opposition To State's Motion Under Crim Rule 17	241KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/158b5980-30ba-47ab-8f2c-89b3503a082a.pdf
116	Motion to Set Aside October 20, 2025 Order Granting Motion to Preserve Evidence, 10-22-25	10 22 25 Motion To Set Aside October 20 Order Granting Motion To Preserve Evidence	176KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/d1c40a31-b5a5-407f-87ac-1688f8275f76.pdf
117	Response to Defendant’s Motion to Preserve Evidence, 10-22-25	10 22 25 Response To Def Motion To Preserve Evidence	183KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/dd217f7b-963f-4bce-b506-39915bbabe45.pdf
118	Opposition to Motion to Strike Response to Defendant’s Motion to Appear at All In-Person Proceedings in Civilian Clothing and Without Restraints, 10-22-25	10 22 25 Opposition To Motion To Strike	190KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/4906e387-cf8b-49c1-8a8b-58276bc27942.pdf
119	Return of Electronic Notification, 10-22-25 (Not obtained)			
120	Return of Electronic Notification, 10-22-25 (Not obtained)			
121	Reply in Support of Motion re Restraints and Civilian Clothing, 10-22-25	10 22 25 Reply In Support Of Motion Re Restraints	394KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/d2b26b8a-79e9-4962-add7-363a6c9913af.pdf
122	Motion for Permission to File Overlength Reply, 10-22-25 (Not obtained)			
123	Request/Notice to Submit Request to Submit Motion for Permission to File Overlength Reply, 10-22-25 (Not obtained)			
124	Order (Proposed) Order Granting Permission to File Overlength Reply, 10-22-25 (Not obtained)			
125	Return of Electronic Notification, 10-22-25 (Not obtained)			
126	Return of Electronic Notification, 10-23-25 (Not obtained)			
127	Order Granting Permission to File Overlength Reply, 10-23-25 (Not obtained)			
128	Return of Electronic Notification, 10-23-25 (Not obtained)			
129	Reply in Support of Motion to Strike Response to Defendant’s Motion to Appear at all In-Person Proceedings in Civilian Clothing and Without Restraints, 10-23-25	10 23 25 Reply In Support Of Motion To Strike Response To Defendant's Motion	391KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/c51f289e-1e2c-49cf-a520-016e74ad07aa.pdf
130	Return of Electronic Notification, 10-23-25 (Not obtained)			
131	Request and Order for Electronic Media Coverage of Court Proceedings, 10-23-25	10 23 25 Request And Order For Electronic Media Coverage	123KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/341731a2-07d4-4733-8fb0-ee6cd228ea68.pdf
132	Return of Electronic Notification, 10-24-25 (Not obtained)			
133	Updated Request and Order for Electronic Media Coverage of Court Proceedings	10 24 25 Updated Request And Order For Electronic Media Coverage Of Court Proceedings	123KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/3f61785d-901e-4ee5-abbe-ab833657644b.pdf
134	Return of Electronic Notification, 10-27-25 (Not obtained)			
135	State’s Notice of Open File Policy and Invitation to Inspect Physical Evidence, 10-27-25	10 27 25 Notice Of State's Open File Policy	171KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/c3071a53-c395-40d4-8907-9c36a754ab5f.pdf
136	Return of Electronic Notification, 10-27-25 (Not obtained)			
137	Ruling and Order Granting Defendant’s Motion to Strike and Granting in Part and Denying in Part Defendant’s Motion to Appear in Civilian Clothing and Without Restraints, 10-27-28	10 27 25 Ruling And Order Re Motion To Strike And Motion To Unshackle	3.3MB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/ded1002f-6589-455b-82c4-d4493cd3def9.pdf
138	Standing Decorum Order, Effective 10-30-25	10 27 25 Standing Decorum Order Effective 10 30 25	2.94MB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/305e9135-e121-4111-9eb6-cd3154fd1ab8.pdf
139	Not Signed Order (Proposed) Temporary Order Allowing Appearance in Civilian Clothing and Without Restraints, 10-27-25 (Not obtained)			
140	Return of Electronic Notification (Not obtained), 10-27-25			
141	Motion to Extend Time, Stipulated, 10-27-25	10 27 25 Motion To Extend Time Stipulated	156KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/876c0c5d-f807-4a0d-a071-9c7579547ba2.pdf
142	Request/Notice to Submit Stipulated Motion to Extend Time, 10-27-25 (Not obtained)			
143	Order (Proposed) Granting Stipulated Motion to Extend Time, 10-27-25 (Not obtained)			
144	Return of Electronic Notification, 10-27-25 (Not obtained)			
145	Return of Electronic Notification, 10-27-25 (Not obtained)			
146	Order Granting Stipulated Motion to Extend Time, 10-28-25	10 28 25 Order Granting Stipulated Motion To Extend Time	746KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/9fb6e672-5892-4eab-85f7-473fa0b7a5e2.pdf
147	Return of Electronic Notification, 10-28-25 (Not obtained)			
148	(Omitted from docket - no document # 148)			
149	Return of Electronic Notification, 10-29-25 (Not obtained)			
150	Request for Notice of Motions to Close Judicial Proceedings and Records, 10-30-25	10 30 25 Request For Notice Of Motions To Close Judicial Proceedings And Records	141KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/faf82281-31c5-4536-9d70-f1fae049a220.pdf
151	Return of Electronic Notification, 10-30-25 (Not obtained)			
152	Stipulation Motion to Order Transcript and Classify Transcript and Audio as Private, 11-3-25	11 3 25 Stipulated Motion To Classify Transcript And Audio As Private	142KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/e37688ed-8cfc-4d9d-83e4-7f7d6b2b16b6.pdf
153	Request/Notice to Submit Request to Submit Stipulated Motion to Order Transcript and Classify, 11-3-25 (Not obtained)			
154	Order (Proposed) Granting Motion to Order Transcript and Classify, 11-3-25 (Not obtained)			
155	Return of Electronic Notification, 11-3-25 (Not obtained)			
156	Request/Notice to Submit Stipulated Motion Regarding Order to Preserve Evidence, 11-3-25 (Not obtained)			
157	Stipulated Motion Regarding Order to Preserve Evidence, 11-3-25	11 3 25 Stipulated Motion Re Order To Preserve Evidence	183KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/04d404f9-7f96-430a-86c9-09622fd3064d.pdf
158	Order (Proposed) Stipulated Order: (1) Setting Aside October 20, 2025 Order Granting Motion to Preserve Evidence; and (2) Granting in Part Motion to Preserve Evidence, 11-3-25 (Not obtained)			
159	Return of Electronic Notification, 11-3-25 (Not obtained)			
160	(Omitted from docket - no item #160)			
161	Stipulated Order: (1) Setting aside October 20, 2025 Order Granting Motion to Preserve Evidence; and (2) Granting in Part Motion to Preserve Evidence, 11-4-25	11 4 25 Stipulated Order Setting Aside Order On Motion To Preserve Evidence	743KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/e0f27b7f-71b3-47f1-8a3a-ab9914ea4c7d.pdf
162	Return of Electronic Notification, 11-4-25 (Not obtained)			
163	Return of Electronic Notification, 11-5-25 (Not obtained)			
164	Motion for Limited Intervention and Request for Notice of Motions to Close, Seal, or Reclassify, 11-5-25	11 5 25 Motion For Limited Intervention And Notice Of Motions To Close Or Seal	262KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/6394bb41-c683-4649-938b-b71b7c1e135d.pdf
165	Return of Electronic Notification, 11-5-25 (Not obtained)			
166	(Previously omitted) Request And Order For Electronic Media Coverage of Court Proceedings, 10-27-25 (Not obtained)			
167	State’s Motion to Amend or Clarify Court’s Pre-Trial and Trial Publicity Order (Dkt. #23), 11-6-25	11 5 25 Motion To Amend Or Clarify Pretrial Publicity Order	209KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/8189bd29-a134-46e7-9985-659715c22cef.pdf
168	Return of Electronic Notification, 11-6-25 (Not obtained)			
169	Defendant Tyler James Robinson s Response to Request for Notice of Motion to Close Judicial Proceedings and Records, 11-10-25	11 10 25 Defendant's Response To Request For Notice	192KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/8aa73f57-79a1-411d-8977-9323a17a0bed.pdf
170	Return of Electronic Notification, 11-10-25 (Not obtained)			
171	Order Requiring Parties to Serve All Closure of Reclassification Motions on the Media, 11-13-25	11 10 25 Order Requiring Service Of Motions On Media	255KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/cd6d864c-ac14-4a06-ab6b-94571ba8f823.pdf
172	Order for Transcript of October 24, 2025 Hearing, 11-13-25	11 13 25 Order For Transcript Of October 24, 2025 Hearing	198KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/9e7215ff-98ec-4958-a5ce-a6e02fe690fd.pdf
173	Media’s Notice of Service re Motion to Classify Transcript and Audio Filed November 3, 2025, 11-13-25	11 13 25 Motion To Reclassify Transcript	190KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/6a7caa98-d97c-4db6-aaaf-ea91b4a8b2cb.pdf
174	Return of Electronic Notification, 11-13-25 (Not obtained)			
175	(Omitted from docket - no item #175)			
176	Return of Electronic Notification, 11-14-25 (Not obtained)			
177	Approved Request and Order for Electronic Media Coverage of Court Proceedings, 11-14-25	11 13 25 Approved Request And Order For Electronic Media Coverage	123KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/b2d2495e-5f44-4b4c-b2e2-8d3b2b61e786.pdf
178	Not Signed Order (Proposed) Granting Motion to Order Transcript and Classify, 11-14-25	11 14 25 Not Signed Proposed Order Reclassifying Transcript	63.1KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/1baa2009-69b5-4c72-8509-60b97659fa37.pdf
179	Return of Electronic Notification, 11-14-25 (Not obtained)			
180	Return of Electronic Notification, 11-15-25 (Not obtained)			
181	Request and Order for Electronic Media Coverage of Court Proceedings, 11-14-25	11 17 25 Request And Order For Electronic Media Coverage	123KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/f0b798d0-7cfc-427b-ac43-1d5a6afb6a89.pdf
182	(Omitted from docket - no item #182)			
183	(Omitted from docket - no item #183)			
184	Return of Electronic Notification, 11-18-25 (Not obtained)			
185	Defendant Tyler James Robinson’s Response to Proposed Media Intervenors Motion for Limited Intervention and Request for Notice of Motions to Close, Seal, or Reclassify, 11-19-25	11 19 25 Defendant's Response To Motion For Intervention And Notice	192KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/9119f8b7-99de-4ca3-acbc-5379ed75affe.pdf
186	Return of Electronic Notification, 11-19-25 (Not obtained)			
187	State’s Response to Motion for Limited Intervention and Request for Notice of Motions to Close, Seal, or Reclassify, 11-19-25	11 19 25 State's Response To Motion For Limited Intervention And Request For Notice	195KB ∙ PDF file	https://andreaburkhart.substack.com/api/v1/file/4c1f4a1f-a77a-4deb-8e4c-5f92a3a3f48e.pdf
188	Return of Electronic Notification, 11-19-25 (Not obtained)			
