tail,utc_date,arrive_utc_date,gap_days,origin,origin_name,origin_km_from_field,depart_after_utc,dest,dest_name,dest_km_from_field,arrive_by_utc,archives,ledger_verdict,arrive_day_verdict,unobserved_days_inside_leg,recovered_from_backup_only,crosses_utc_midnight,confidence,near_sourced_event
N1098L,2025-09-04,2025-09-05,1,KBIF,Biggs Army Air Field (Fort Bliss),1.37,2025-09-04T03:28:48.530000Z,KBFI,King County International Airport - Boeing Field,0.29,2025-09-05T17:23:00.860000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
SU-BTT,2025-09-04,2025-09-04,0,LFPB,Paris-Le Bourget International Airport,1.22,2025-09-04T07:11:17.960000Z,KMOT,Minot International Airport,1.14,2025-09-04T16:03:00.780000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
SU-BTT,2025-09-04,2025-09-04,0,KMOT,Minot International Airport,1.14,2025-09-04T16:03:00.780000Z,KPVU,Provo Municipal Airport,1.04,2025-09-04T18:45:52.400000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
T7-ELL,2025-09-04,2025-09-07,3,LFPB,Paris-Le Bourget International Airport,0.42,2025-09-04T02:22:58.550000Z,OMDW,Al Maktoum International Airport,0.49,2025-09-07T15:44:04.200000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,2,no,yes,GAP -- aircraft unobserved for 2 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2025-09-05,2025-09-05,0,EDDF,Frankfurt Main Airport,2.21,2025-09-05T05:38:40.590000Z,EDDH,Hamburg Helmut Schmidt Airport,0.48,2025-09-05T06:36:42.960000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-05,2025-09-05,0,EDDH,Hamburg Helmut Schmidt Airport,0.48,2025-09-05T07:36:07.010000Z,EDDF,Frankfurt Main Airport,1.75,2025-09-05T06:43:50.160000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-05,2025-09-05,0,EDDF,Frankfurt Main Airport,1.75,2025-09-05T06:44:07.520000Z,EDDH,Hamburg Helmut Schmidt Airport,0.14,2025-09-05T07:31:31.760000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-05,2025-09-05,0,EDDH,Hamburg Helmut Schmidt Airport,0.89,2025-09-05T08:28:24.770000Z,EDDF,Frankfurt Main Airport,1.32,2025-09-05T09:28:39.320000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-05,2025-09-05,0,EDDF,Frankfurt Main Airport,1.85,2025-09-05T11:03:09.640000Z,LFPG,Charles de Gaulle International Airport,3.64,2025-09-05T13:47:35.570000Z,adsb-lol,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-05,2025-09-05,0,LFPG,Charles de Gaulle International Airport,3.64,2025-09-05T13:47:35.570000Z,EDDF,Frankfurt Main Airport,1.23,2025-09-05T14:48:04.600000Z,adsb-lol,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-05,2025-09-05,0,EDDF,Frankfurt Main Airport,1.69,2025-09-05T19:25:55.180000Z,LFBO,Toulouse-Blagnac Airport,0.79,2025-09-05T20:50:42.130000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-09-05,2025-09-05,0,LEGE,Girona-Costa Brava Airport,0.67,2025-09-05T07:47:07.430000Z,EFHK,Helsinki Vantaa Airport,0.88,2025-09-05T17:30:56.310000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-09-05,2025-09-09,4,EFHK,Helsinki Vantaa Airport,0.7,2025-09-05T19:54:40.230000Z,EIDW,Dublin Airport,1.04,2025-09-09T06:54:16.680000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,3,no,yes,GAP -- aircraft unobserved for 3 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N102DZ,2025-09-05,2025-09-05,0,KDAL,Dallas Love Field,0.59,2025-09-05T00:56:52.140000Z,KSDL,Scottsdale Airport,0.72,2025-09-05T03:10:40.190000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N102DZ,2025-09-05,2025-09-08,3,KSDL,Scottsdale Airport,0.72,2025-09-05T03:13:40.280000Z,KLAX,Los Angeles International Airport,1.2,2025-09-08T01:21:09.670000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,2,no,yes,GAP -- aircraft unobserved for 2 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N1098L,2025-09-05,2025-09-06,1,KBFI,King County International Airport - Boeing Field,0.29,2025-09-05T17:40:08.890000Z,KFAR,Hector International Airport,0.56,2025-09-06T00:32:06.830000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N2100L,2025-09-05,2025-09-12,7,KBFI,King County International Airport - Boeing Field,1.15,2025-09-05T00:46:39.920000Z,KSMF,Sacramento International Airport,1.11,2025-09-12T17:12:21.210000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,6,no,yes,GAP -- aircraft unobserved for 6 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N40JD,2025-09-05,2025-09-05,0,KSDL,Scottsdale Airport,0.33,2025-09-05T18:10:20.150000Z,KLAS,Harry Reid International Airport,1.9,2025-09-05T20:24:24.980000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N40JD,2025-09-05,2025-09-05,0,KLAS,Harry Reid International Airport,1.9,2025-09-05T20:30:24.230000Z,KSDL,Scottsdale Airport,0.41,2025-09-05T21:17:01.160000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N560TW,2025-09-05,2025-09-05,0,KSDL,Scottsdale Airport,0.2,2025-09-05T15:56:21.380000Z,KBZN,Bozeman Yellowstone International Airport,0.63,2025-09-05T17:59:29.480000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N560TW,2025-09-05,2025-09-05,0,KBZN,Bozeman Yellowstone International Airport,0.63,2025-09-05T18:38:27.120000Z,KSDL,Scottsdale Airport,0.25,2025-09-05T20:33:52.320000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-09-05,2025-09-06,1,KSBA,Santa Barbara Municipal Airport,0.45,2025-09-05T23:17:40.060000Z,KDIJ,Driggs/Reed Memorial Airport,0.33,2025-09-06T14:52:10.790000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-LUFTHANSA,2025-09-06,2025-09-06,0,LFBO,Toulouse-Blagnac Airport,0.64,2025-09-06T04:17:30.860000Z,EDDF,Frankfurt Main Airport,1.28,2025-09-06T05:44:39.780000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-06,2025-09-06,0,EDDF,Frankfurt Main Airport,2.57,2025-09-06T10:04:52.690000Z,EDDW,Bremen Airport,0.97,2025-09-06T11:09:14.810000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-06,2025-09-06,0,EDDW,Bremen Airport,0.97,2025-09-06T13:28:54.980000Z,EDDF,Frankfurt Main Airport,2.28,2025-09-06T13:28:54.970000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-06,2025-09-06,0,EDDF,Frankfurt Main Airport,2.28,2025-09-06T13:28:54.970000Z,LSZH,Zürich Airport,0.76,2025-09-06T14:36:42.450000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-06,2025-09-06,0,LSZH,Zürich Airport,1.33,2025-09-06T17:07:24.940000Z,EDDF,Frankfurt Main Airport,1.41,2025-09-06T19:20:29.130000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-06,2025-09-06,0,EDDF,Frankfurt Main Airport,1.41,2025-09-06T19:24:36.680000Z,ENBR,"Bergen Airport, Flesland",0.64,2025-09-06T21:11:58.440000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-06,2025-09-10,4,ENBR,"Bergen Airport, Flesland",0.64,2025-09-06T21:12:23.030000Z,EDDF,Frankfurt Main Airport,2.16,2025-09-10T04:45:39.490000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,3,no,yes,GAP -- aircraft unobserved for 3 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N1098L,2025-09-06,2025-10-01,25,KFAR,Hector International Airport,0.56,2025-09-06T00:33:48.290000Z,KSVN,Hunter Army Air Field,0.51,2025-10-01T17:10:08.810000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,HELD_BY_ADSBEXCHANGE-SAMPLES,24,yes,yes,GAP -- aircraft unobserved for 24 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N40JD,2025-09-06,2025-09-06,0,KSDL,Scottsdale Airport,0.26,2025-09-06T14:38:34.400000Z,KAPA,Centennial Airport,0.27,2025-09-06T15:59:17.730000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N40JD,2025-09-06,2025-09-06,0,KAPA,Centennial Airport,1.2,2025-09-06T17:22:16.140000Z,KSDL,Scottsdale Airport,0.16,2025-09-06T18:49:32.640000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-09-06,2025-09-06,0,KFLL,Fort Lauderdale Hollywood International Airport,0.37,2025-09-06T00:53:22.520000Z,KBNA,Nashville International Airport,0.41,2025-09-06T02:45:58.550000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-09-06,2025-09-07,1,KBNA,Nashville International Airport,0.78,2025-09-06T14:00:47.540000Z,KDAL,Dallas Love Field,0.92,2025-09-07T00:28:48.790000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N59906,2025-09-06,2025-09-08,2,KOGD,Ogden Hinckley Airport,0.14,2025-09-06T18:29:20.270000Z,KPVU,Provo Municipal Airport,0.25,2025-09-08T15:45:21.120000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N872RA,2025-09-06,2025-09-06,0,KDIJ,Driggs/Reed Memorial Airport,0.75,2025-09-06T16:25:27.680000Z,KLAS,Harry Reid International Airport,1.52,2025-09-06T20:04:58.320000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-09-07,2025-09-07,0,KDAL,Dallas Love Field,0.57,2025-09-07T17:22:53.750000Z,KBAZ,New Braunfels National Airport,0.48,2025-09-07T17:21:02.890000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-09-07,2025-09-09,2,KBAZ,New Braunfels National Airport,0.75,2025-09-07T21:19:35.010000Z,KBJC,Rocky Mountain Metropolitan Airport,0.48,2025-09-09T00:30:55.670000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N872RA,2025-09-07,2025-09-07,0,KLAS,Harry Reid International Airport,1.84,2025-09-07T00:46:10.690000Z,KOAK,Oakland San Francisco Bay Airport,0.85,2025-09-07T01:59:04.120000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-09-07,2025-09-07,0,KOAK,Oakland San Francisco Bay Airport,0.85,2025-09-07T03:10:44.850000Z,KVNY,Van Nuys Airport,0.79,2025-09-07T18:32:04.570000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-09-07,2025-09-08,1,KVNY,Van Nuys Airport,0.18,2025-09-07T22:05:41.060000Z,KBFI,King County International Airport - Boeing Field,0.33,2025-09-08T00:24:55.600000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N102DZ,2025-09-08,2025-09-08,0,KLAX,Los Angeles International Airport,1.98,2025-09-08T02:50:45.640000Z,KSDL,Scottsdale Airport,0.55,2025-09-08T03:44:36.930000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-09-08,2025-09-08,0,KBFI,King County International Airport - Boeing Field,0.31,2025-09-08T13:28:10.770000Z,KOAK,Oakland San Francisco Bay Airport,0.72,2025-09-08T15:28:53.250000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-09-08,2025-09-08,0,KOAK,Oakland San Francisco Bay Airport,0.72,2025-09-08T16:08:56.060000Z,KCRQ,McClellan-Palomar Airport,0.53,2025-09-08T17:17:19.960000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-09-08,2025-09-08,0,KCRQ,McClellan-Palomar Airport,0.57,2025-09-08T18:18:10.790000Z,KOAK,Oakland San Francisco Bay Airport,0.71,2025-09-08T19:24:34.880000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-09-08,2025-09-08,0,KOAK,Oakland San Francisco Bay Airport,0.71,2025-09-08T20:22:24.470000Z,KVNY,Van Nuys Airport,0.61,2025-09-08T21:20:53.070000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-09-08,2025-09-10,2,KVNY,Van Nuys Airport,0.61,2025-09-08T22:50:45.330000Z,KSTS,Charles M. Schulz Sonoma County Airport,0.5,2025-09-10T16:36:45.070000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2025-09-09,2025-09-10,1,EIDW,Dublin Airport,0.4,2025-09-09T08:03:19.400000Z,LFTW,Nîmes-Arles-Camargue Airport,0.51,2025-09-10T08:03:13.390000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N40JD,2025-09-09,2025-09-09,0,KSDL,Scottsdale Airport,0.19,2025-09-09T16:39:08.430000Z,KLGB,Long Beach International Airport,0.2,2025-09-09T17:43:47.950000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N40JD,2025-09-09,2025-09-09,0,KLGB,Long Beach International Airport,0.2,2025-09-09T18:25:02.160000Z,KSDL,Scottsdale Airport,0.29,2025-09-09T19:26:20.020000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-09-09,2025-09-09,0,KBJC,Rocky Mountain Metropolitan Airport,0.48,2025-09-09T01:13:25.930000Z,KAUS,Austin Bergstrom International Airport,0.44,2025-09-09T02:59:44.510000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-09-09,2025-09-09,0,KAUS,Austin Bergstrom International Airport,1.02,2025-09-09T18:01:40.130000Z,KBJC,Rocky Mountain Metropolitan Airport,1.0,2025-09-09T20:11:42.530000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-10,2025-09-10,0,EDDF,Frankfurt Main Airport,2.16,2025-09-10T04:47:57.020000Z,EDDH,Hamburg Helmut Schmidt Airport,0.16,2025-09-10T05:33:55.910000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-10,2025-09-10,0,EDDH,Hamburg Helmut Schmidt Airport,0.83,2025-09-10T07:11:07.640000Z,EDDF,Frankfurt Main Airport,2.4,2025-09-10T08:00:55.150000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-10,2025-09-10,0,EDDF,Frankfurt Main Airport,1.9,2025-09-10T10:22:40.610000Z,EPWA,Warsaw Chopin Airport,0.2,2025-09-10T11:37:48.820000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-10,2025-09-10,0,EPWA,Warsaw Chopin Airport,0.65,2025-09-10T12:40:12.180000Z,EDDF,Frankfurt Main Airport,2.52,2025-09-10T14:14:17.310000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-10,2025-09-10,0,EDDF,Frankfurt Main Airport,2.26,2025-09-10T18:56:20.720000Z,EDDS,Stuttgart Airport,1.98,2025-09-10T20:11:18.110000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-10,2025-09-10,0,EDDS,Stuttgart Airport,1.98,2025-09-10T21:12:07.800000Z,EDDF,Frankfurt Main Airport,3.16,2025-09-10T20:18:48.690000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-10,2025-09-10,0,EDDF,Frankfurt Main Airport,3.16,2025-09-10T20:19:01.360000Z,EDDS,Stuttgart Airport,1.26,2025-09-10T21:05:06.240000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-09-10,2025-09-11,1,LFTW,Nîmes-Arles-Camargue Airport,0.51,2025-09-10T08:03:13.390000Z,LROP,Bucharest Henri Coandă International Airport,0.56,2025-09-11T08:13:12.410000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N102DZ,2025-09-10,2025-09-10,0,KSDL,Scottsdale Airport,0.18,2025-09-10T14:12:25.010000Z,KSLC,Salt Lake City International Airport,1.86,2025-09-10T18:58:40.050000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"dest|Orem,UT|2025-09-10|Charlie|37.1"
N102DZ,2025-09-10,2025-09-10,0,KSLC,Salt Lake City International Airport,1.86,2025-09-10T19:00:38.620000Z,KSDL,Scottsdale Airport,0.23,2025-09-10T20:11:55.010000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"origin|Orem,UT|2025-09-10|Charlie|37.1"
N102DZ,2025-09-10,2025-09-10,0,KSDL,Scottsdale Airport,0.23,2025-09-10T20:31:39.030000Z,KPVU,Provo Municipal Airport,0.45,2025-09-10T21:30:43.910000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"dest|Orem,UT|2025-09-10|Charlie|5.3"
N102DZ,2025-09-10,2025-09-10,0,KPVU,Provo Municipal Airport,0.45,2025-09-10T22:10:12.880000Z,KCMA,Camarillo International Airport,0.4,2025-09-10T23:47:53.710000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"origin|Orem,UT|2025-09-10|Charlie|5.3"
N102DZ,2025-09-10,2025-09-11,1,KCMA,Camarillo International Airport,0.4,2025-09-10T23:47:54.370000Z,KPVU,Provo Municipal Airport,0.27,2025-09-11T01:31:56.670000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,"dest|Orem,UT|2025-09-10|Charlie|5.7"
N40JD,2025-09-10,2025-09-10,0,KSDL,Scottsdale Airport,0.3,2025-09-10T19:27:13.860000Z,KPVU,Provo Municipal Airport,0.28,2025-09-10T20:29:15.110000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"dest|Orem,UT|2025-09-10|Charlie|5.5"
N40JD,2025-09-10,2025-09-10,0,KPVU,Provo Municipal Airport,0.28,2025-09-10T21:12:22.310000Z,KSDL,Scottsdale Airport,0.16,2025-09-10T22:26:47.710000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"origin|Orem,UT|2025-09-10|Charlie|5.5"
N560TW,2025-09-10,2025-09-10,0,KSDL,Scottsdale Airport,0.19,2025-09-10T15:00:47.790000Z,KPVU,Provo Municipal Airport,0.42,2025-09-10T16:07:13.460000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"dest|Orem,UT|2025-09-10|Charlie|5.4"
N560TW,2025-09-10,2025-09-10,0,KPVU,Provo Municipal Airport,0.42,2025-09-10T16:27:01.410000Z,KSBA,Santa Barbara Municipal Airport,0.55,2025-09-10T18:11:49.820000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"origin|Orem,UT|2025-09-10|Charlie|5.4"
N560TW,2025-09-10,2025-09-10,0,KSBA,Santa Barbara Municipal Airport,0.55,2025-09-10T18:37:30.260000Z,KSDL,Scottsdale Airport,0.17,2025-09-10T19:43:16.010000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N582MM,2025-09-10,2025-09-11,1,KBJC,Rocky Mountain Metropolitan Airport,0.21,2025-09-10T17:58:36.770000Z,KPVU,Provo Municipal Airport,0.39,2025-09-11T00:57:14.480000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,"dest|Orem,UT|2025-09-10|Charlie|5.8"
N872RA,2025-09-10,2025-09-10,0,KSTS,Charles M. Schulz Sonoma County Airport,0.94,2025-09-10T19:48:26.960000Z,KSBA,Santa Barbara Municipal Airport,0.41,2025-09-10T20:39:49.740000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2025-09-10,2025-09-10,0,KSBA,Santa Barbara Municipal Airport,0.41,2025-09-10T21:19:23.770000Z,KPVU,Provo Municipal Airport,0.11,2025-09-10T22:36:10.620000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"dest|Orem,UT|2025-09-10|Charlie|5.5"
N872RA,2025-09-10,2025-09-11,1,KPVU,Provo Municipal Airport,0.11,2025-09-10T23:16:03.720000Z,KSLC,Salt Lake City International Airport,1.85,2025-09-11T22:51:11.770000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,"origin|Orem,UT|2025-09-10|Charlie|5.5"
SU-BTT,2025-09-10,2025-09-11,1,KPVU,Provo Municipal Airport,1.37,2025-09-10T13:13:16.080000Z,KILG,Wilmington Airport,0.94,2025-09-11T11:55:35.470000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,"origin|Orem,UT|2025-09-10|Charlie|5.0"
CONTROL-LUFTHANSA,2025-09-11,2025-09-11,0,EDDS,Stuttgart Airport,1.83,2025-09-11T04:48:15.330000Z,EDDF,Frankfurt Main Airport,2.99,2025-09-11T05:45:11.210000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-11,2025-09-11,0,EDDF,Frankfurt Main Airport,2.99,2025-09-11T05:50:56.680000Z,EGCC,Manchester Airport,0.62,2025-09-11T07:19:26.290000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-11,2025-09-11,0,EGCC,Manchester Airport,0.62,2025-09-11T08:20:23.220000Z,EDDF,Frankfurt Main Airport,2.02,2025-09-11T09:45:36.090000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-11,2025-09-11,0,EDDF,Frankfurt Main Airport,2.02,2025-09-11T09:57:16.900000Z,EDDW,Bremen Airport,0.38,2025-09-11T11:21:14.270000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2025-09-11,2025-09-11,0,EDDW,Bremen Airport,0.38,2025-09-11T13:57:37.200000Z,EDDF,Frankfurt Main Airport,1.55,2025-09-11T14:49:46Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2025-09-11,2025-09-12,1,LROP,Bucharest Henri Coandă International Airport,0.56,2025-09-11T08:13:12.410000Z,EPWA,Warsaw Chopin Airport,0.5,2025-09-12T06:25:50.280000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N102DZ,2025-09-11,2025-09-11,0,KPVU,Provo Municipal Airport,1.0,2025-09-11T16:03:20.630000Z,KPHX,Phoenix Sky Harbor International Airport,1.77,2025-09-11T17:15:28.190000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"origin|Orem,UT|2025-09-10|Charlie|5.1"
N102DZ,2025-09-11,2025-09-14,3,KPHX,Phoenix Sky Harbor International Airport,1.77,2025-09-11T17:20:40.850000Z,KSDL,Scottsdale Airport,0.24,2025-09-14T14:41:36.850000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,2,no,yes,GAP -- aircraft unobserved for 2 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N582MM,2025-09-11,2025-09-11,0,KPVU,Provo Municipal Airport,1.14,2025-09-11T14:19:56.970000Z,KBAZ,New Braunfels National Airport,0.57,2025-09-11T19:44:12.200000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,"origin|Orem,UT|2025-09-10|Charlie|5.1"
