tail,utc_date,arrive_utc_date,gap_days,origin,origin_name,origin_km_from_field,depart_after_utc,dest,dest_name,dest_km_from_field,arrive_by_utc,archives,ledger_verdict,arrive_day_verdict,unobserved_days_inside_leg,recovered_from_backup_only,crosses_utc_midnight,confidence,near_sourced_event
CONTROL-LUFTHANSA,2023-03-15,2023-03-16,1,EDDH,Hamburg Helmut Schmidt Airport,0.64,2023-03-15T15:41:59.010000Z,LFBO,Toulouse-Blagnac Airport,0.62,2023-03-16T07:20:59.510000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-RYANAIR,2023-03-15,2023-03-15,0,EGGD,Bristol Airport,1.02,2023-03-15T18:51:23.950000Z,LEMD,Adolfo Suárez Madrid–Barajas Airport,3.32,2023-03-15T20:47:35.560000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-03-15,2023-03-15,0,LEMD,Adolfo Suárez Madrid–Barajas Airport,2.3,2023-03-15T21:54:21.540000Z,EGGD,Bristol Airport,0.83,2023-03-15T23:33:40.130000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2023-03-15,2023-03-15,0,KOAK,Oakland San Francisco Bay Airport,0.89,2023-03-15T04:46:24.580000Z,KSNA,John Wayne Orange County International Airport,0.15,2023-03-15T05:58:31.310000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2023-03-16,2023-03-16,0,LFBO,Toulouse-Blagnac Airport,0.62,2023-03-16T08:05:53.110000Z,LSZH,Zürich Airport,1.09,2023-03-16T11:48:23.410000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2023-03-16,2023-03-19,3,KSNA,John Wayne Orange County International Airport,0.49,2023-03-16T18:57:11.200000Z,KSLC,Salt Lake City International Airport,1.68,2023-03-19T04:24:32.530000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,2,no,yes,GAP -- aircraft unobserved for 2 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N872RA,2023-03-19,2023-03-19,0,KSLC,Salt Lake City International Airport,1.68,2023-03-19T04:31:04.130000Z,KSNA,John Wayne Orange County International Airport,0.51,2023-03-19T06:55:14.170000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2023-03-22,2023-03-22,0,KSNA,John Wayne Orange County International Airport,0.67,2023-03-22T16:09:45.710000Z,KMRY,Monterey Regional Airport,1.08,2023-03-22T17:04:04.690000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2023-03-22,2023-03-22,0,KMRY,Monterey Regional Airport,1.08,2023-03-22T17:56:09.830000Z,KPSP,Palm Springs International Airport,0.32,2023-03-22T18:49:41.620000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2023-03-22,2023-03-22,0,KPSP,Palm Springs International Airport,0.32,2023-03-22T18:50:33.630000Z,KSNA,John Wayne Orange County International Airport,0.13,2023-03-22T22:04:46.350000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2023-03-23,2023-03-28,5,LSZH,Zürich Airport,0.26,2023-03-23T20:48:51.930000Z,EDDH,Hamburg Helmut Schmidt Airport,0.92,2023-03-28T10:42:17.060000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,4,no,yes,GAP -- aircraft unobserved for 4 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2023-03-23,2023-03-27,4,EGGD,Bristol Airport,0.95,2023-03-23T14:20:12.770000Z,LEAM,Almería Airport,0.9,2023-03-27T20:11:46.300000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,3,no,yes,GAP -- aircraft unobserved for 3 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N102DZ,2023-03-23,2023-04-01,9,KCNO,Chino Airport,1.06,2023-03-23T17:41:35.570000Z,VHHH,Hong Kong International Airport,2.19,2023-04-01T12:46:27.630000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,8,no,yes,GAP -- aircraft unobserved for 8 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N872RA,2023-03-23,2023-03-23,0,KSNA,John Wayne Orange County International Airport,0.58,2023-03-23T18:25:32.790000Z,KOAK,Oakland San Francisco Bay Airport,0.58,2023-03-23T19:30:44.100000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2023-03-23,2023-03-23,0,KOAK,Oakland San Francisco Bay Airport,0.75,2023-03-23T20:34:59.780000Z,KSNA,John Wayne Orange County International Airport,0.16,2023-03-23T21:36:35.580000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2023-03-24,2023-03-24,0,KSNA,John Wayne Orange County International Airport,0.59,2023-03-24T18:14:26.460000Z,KSLC,Salt Lake City International Airport,1.57,2023-03-24T21:21:04.490000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2023-03-24,2023-03-25,1,KSLC,Salt Lake City International Airport,1.57,2023-03-24T21:21:05.850000Z,KSNA,John Wayne Orange County International Airport,0.35,2023-03-25T01:37:03.950000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N582MM,2023-03-26,2023-05-11,46,KTKI,McKinney National Airport,0.8,2023-03-26T13:12:54.390000Z,KFFZ,Falcon Field,0.74,2023-05-11T21:12:42.070000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,45,no,yes,GAP -- aircraft unobserved for 45 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2023-03-27,2023-04-01,5,LEAM,Almería Airport,0.9,2023-03-27T20:16:50.970000Z,LFBO,Toulouse-Blagnac Airport,0.56,2023-04-01T12:50:11.280000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,4,no,yes,GAP -- aircraft unobserved for 4 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2023-03-31,2023-04-01,1,EDDH,Hamburg Helmut Schmidt Airport,0.97,2023-03-31T08:32:05.670000Z,EGPH,Edinburgh Airport,0.52,2023-04-01T08:59:20.830000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-LUFTHANSA,2023-04-01,2023-04-01,0,EGPH,Edinburgh Airport,0.52,2023-04-01T10:02:41.440000Z,EDDS,Stuttgart Airport,0.66,2023-04-01T14:45:04.300000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2023-04-01,2023-04-02,1,EDDS,Stuttgart Airport,0.66,2023-04-01T15:37:22.050000Z,LFBO,Toulouse-Blagnac Airport,0.29,2023-04-02T21:20:10.770000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-RYANAIR,2023-04-01,2023-04-03,2,LFBO,Toulouse-Blagnac Airport,0.56,2023-04-01T13:29:25.450000Z,LIME,Il Caravaggio International Airport,0.59,2023-04-03T19:45:53.240000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N102DZ,2023-04-01,2023-04-01,0,VHHH,Hong Kong International Airport,2.19,2023-04-01T12:52:02.570000Z,YMML,Melbourne Airport,0.4,2023-04-01T21:28:03.980000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2023-04-03,2023-04-03,0,LFBO,Toulouse-Blagnac Airport,0.73,2023-04-03T04:33:01Z,ESSA,Stockholm-Arlanda Airport,1.27,2023-04-03T10:03:43.100000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2023-04-03,2023-04-05,2,ESSA,Stockholm-Arlanda Airport,1.27,2023-04-03T10:03:43.100000Z,EBBR,Brussels Airport,0.74,2023-04-05T05:58:41.470000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N102DZ,2023-04-03,2024-01-01,273,YMML,Melbourne Airport,0.22,2023-04-03T06:16:53.150000Z,KAPA,Centennial Airport,1.23,2024-01-01T18:13:03.120000Z,adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,HELD_BY_ADSBEXCHANGE-SAMPLES,272,yes,yes,GAP -- aircraft unobserved for 272 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2023-04-05,2023-04-05,0,EBBR,Brussels Airport,0.74,2023-04-05T06:55:37.550000Z,EDDH,Hamburg Helmut Schmidt Airport,0.39,2023-04-05T10:23:12.960000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2023-04-05,2023-04-07,2,EDDH,Hamburg Helmut Schmidt Airport,1.01,2023-04-05T11:23:03.710000Z,EPKK,Kraków John Paul II International Airport,0.78,2023-04-07T10:49:39.430000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2023-04-07,2023-04-13,6,EPKK,Kraków John Paul II International Airport,1.11,2023-04-07T11:43:33.450000Z,EDDH,Hamburg Helmut Schmidt Airport,0.76,2023-04-13T07:32:22.420000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,5,no,yes,GAP -- aircraft unobserved for 5 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2023-04-07,2023-04-14,7,LIME,Il Caravaggio International Airport,0.54,2023-04-07T11:49:10.640000Z,LLBG,Ben Gurion International Airport,0.92,2023-04-14T14:06:54.660000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,6,no,yes,GAP -- aircraft unobserved for 6 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2023-04-14,2023-04-21,7,LLBG,Ben Gurion International Airport,1.07,2023-04-14T15:32:19.420000Z,LIME,Il Caravaggio International Airport,0.43,2023-04-21T05:50:19.340000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,6,no,yes,GAP -- aircraft unobserved for 6 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2023-04-15,2023-04-20,5,EDDH,Hamburg Helmut Schmidt Airport,0.79,2023-04-15T15:17:22.520000Z,LBSF,Sofia Airport,0.17,2023-04-20T09:13:49.360000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,4,no,yes,GAP -- aircraft unobserved for 4 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
T7-ELL,2023-04-16,2023-07-12,87,KLAX,Los Angeles International Airport,2.4,2023-04-16T02:47:00.610000Z,EGLF,Farnborough Airport,1.17,2023-07-12T16:49:22.600000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,86,no,yes,GAP -- aircraft unobserved for 86 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-LUFTHANSA,2023-04-20,2023-04-21,1,LBSF,Sofia Airport,0.47,2023-04-20T10:19:01Z,EDDH,Hamburg Helmut Schmidt Airport,0.68,2023-04-21T05:49:28.440000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-LUFTHANSA,2023-04-21,2023-04-24,3,EDDH,Hamburg Helmut Schmidt Airport,0.76,2023-04-21T07:09:31.900000Z,EPKK,Kraków John Paul II International Airport,0.05,2023-04-24T21:36:20.540000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,2,no,yes,GAP -- aircraft unobserved for 2 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2023-04-21,2023-04-24,3,LIME,Il Caravaggio International Airport,0.43,2023-04-21T06:38:18.440000Z,LMML,Malta International Airport,2.37,2023-04-24T18:07:09.720000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,2,no,yes,GAP -- aircraft unobserved for 2 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
SU-BTT,2023-04-21,2024-02-09,294,KILG,Wilmington Airport,0.8,2023-04-21T11:59:08.940000Z,KLNK,Lincoln Airport,1.22,2024-02-09T18:39:38.690000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,293,no,yes,GAP -- aircraft unobserved for 293 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N40JD,2023-04-22,2023-08-25,125,KFLL,Fort Lauderdale Hollywood International Airport,1.26,2023-04-22T16:00:47.890000Z,KTEB,Teterboro Airport,0.65,2023-08-25T20:00:01.450000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,124,no,yes,GAP -- aircraft unobserved for 124 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N560TW,2023-04-23,2023-04-23,0,KSDL,Scottsdale Airport,0.27,2023-04-23T21:31:22.600000Z,KBUR,Hollywood Burbank/Bob Hope Airport,0.3,2023-04-23T22:35:01.800000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-04-24,2023-04-25,1,LMML,Malta International Airport,0.66,2023-04-24T19:08:17.560000Z,LIME,Il Caravaggio International Airport,0.34,2023-04-25T18:53:10.130000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N560TW,2023-04-24,2023-04-24,0,KBUR,Hollywood Burbank/Bob Hope Airport,0.1,2023-04-24T05:38:17.480000Z,KSDL,Scottsdale Airport,0.59,2023-04-24T06:46:04.980000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2023-04-25,2023-04-25,0,EPKK,Kraków John Paul II International Airport,1.28,2023-04-25T04:05:43.920000Z,EGCC,Manchester Airport,1.02,2023-04-25T08:59:26.510000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2023-04-25,2023-05-06,11,EGCC,Manchester Airport,1.02,2023-04-25T09:56:37.170000Z,EDDH,Hamburg Helmut Schmidt Airport,0.77,2023-05-06T14:51:03.380000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,10,no,yes,GAP -- aircraft unobserved for 10 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2023-04-25,2023-04-26,1,LIME,Il Caravaggio International Airport,0.34,2023-04-25T19:42:41.440000Z,LIRA,Ciampino–G. B. Pastine International Airport,0.37,2023-04-26T06:55:57.510000Z,adsb-lol,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N560TW,2023-04-25,2023-04-25,0,KSDL,Scottsdale Airport,0.5,2023-04-25T17:23:02.570000Z,KFTW,Fort Worth Meacham International Airport,0.3,2023-04-25T19:15:10.600000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N560TW,2023-04-25,2023-04-29,4,KFTW,Fort Worth Meacham International Airport,0.3,2023-04-25T19:15:19.990000Z,KSDL,Scottsdale Airport,1.02,2023-04-29T13:37:43.710000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,3,no,yes,GAP -- aircraft unobserved for 3 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2023-04-26,2023-05-03,7,LIRA,Ciampino–G. B. Pastine International Airport,0.49,2023-04-26T07:57:04.070000Z,LIRF,Rome–Fiumicino Leonardo da Vinci International Airport,1.67,2023-05-03T07:43:55.920000Z,adsb-lol,BOTH_HAVE_IT,BOTH_HAVE_IT,6,no,yes,GAP -- aircraft unobserved for 6 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
N872RA,2023-04-30,2023-05-01,1,KSNA,John Wayne Orange County International Airport,0.29,2023-04-30T23:04:07.890000Z,KPHX,Phoenix Sky Harbor International Airport,0.97,2023-05-01T00:01:24.600000Z,adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N872RA,2023-05-01,2023-05-01,0,KPHX,Phoenix Sky Harbor International Airport,0.97,2023-05-01T00:45:10.300000Z,KSNA,John Wayne Orange County International Airport,0.89,2023-05-01T01:40:56.150000Z,adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
SU-BTU,2023-05-01,2023-05-06,5,KBGR,Bangor International Airport,1.26,2023-05-01T18:45:23.570000Z,KILG,Wilmington Airport,0.65,2023-05-06T15:18:28.030000Z,adsb-lol|adsbexchange-samples|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,4,no,yes,GAP -- aircraft unobserved for 4 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2023-05-03,2023-05-03,0,LIRF,Rome–Fiumicino Leonardo da Vinci International Airport,1.46,2023-05-03T09:24:26.710000Z,EGGP,Liverpool John Lennon Airport,0.41,2023-05-03T16:37:55.460000Z,adsb-lol,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-05-03,2023-05-03,0,EGGP,Liverpool John Lennon Airport,0.41,2023-05-03T18:03:37.370000Z,EIDW,Dublin Airport,0.76,2023-05-03T18:01:52.020000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N560TW,2023-05-05,2023-05-11,6,KSDL,Scottsdale Airport,0.13,2023-05-05T22:01:18.820000Z,KBUR,Hollywood Burbank/Bob Hope Airport,0.63,2023-05-11T20:07:32.880000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,5,no,yes,GAP -- aircraft unobserved for 5 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2023-05-06,2023-05-08,2,EIDW,Dublin Airport,1.13,2023-05-06T21:29:41.960000Z,EGPH,Edinburgh Airport,0.91,2023-05-08T01:27:43.710000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2023-05-08,2023-05-08,0,EGPH,Edinburgh Airport,0.91,2023-05-08T01:33:46.310000Z,EHAM,Amsterdam Airport Schiphol,4.04,2023-05-08T07:36:42.790000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-05-08,2023-05-08,0,EHAM,Amsterdam Airport Schiphol,0.45,2023-05-08T08:51:48.930000Z,EIDW,Dublin Airport,1.11,2023-05-08T10:08:08.030000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-05-08,2023-05-08,0,EIDW,Dublin Airport,1.11,2023-05-08T10:08:08.030000Z,EGGW,London Luton Airport,0.08,2023-05-08T19:49:21.880000Z,adsb-lol,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-05-08,2023-05-08,0,EGGW,London Luton Airport,0.08,2023-05-08T19:49:21.880000Z,EIDW,Dublin Airport,1.05,2023-05-08T21:57:58.420000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2023-05-10,2023-05-11,1,EDDH,Hamburg Helmut Schmidt Airport,1.0,2023-05-10T10:28:06.750000Z,EHAM,Amsterdam Airport Schiphol,0.87,2023-05-11T09:27:06.420000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-LUFTHANSA,2023-05-11,2023-05-11,0,EHAM,Amsterdam Airport Schiphol,0.87,2023-05-11T09:30:29.630000Z,EBBR,Brussels Airport,0.6,2023-05-11T13:39:39.030000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-LUFTHANSA,2023-05-11,2023-05-13,2,EBBR,Brussels Airport,0.6,2023-05-11T14:35:35.660000Z,EDDB,Berlin Brandenburg Airport,0.55,2023-05-13T05:58:42.600000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,1,no,yes,GAP -- aircraft unobserved for 1 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
CONTROL-RYANAIR,2023-05-11,2023-05-11,0,EIDW,Dublin Airport,0.88,2023-05-11T04:47:48.370000Z,EBBR,Brussels Airport,0.6,2023-05-11T06:11:19.370000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-05-11,2023-05-11,0,EBBR,Brussels Airport,0.86,2023-05-11T07:18:56.990000Z,EIDW,Dublin Airport,0.94,2023-05-11T08:36:35.120000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-05-11,2023-05-11,0,EIDW,Dublin Airport,1.3,2023-05-11T12:29:10.490000Z,EHAM,Amsterdam Airport Schiphol,0.89,2023-05-11T16:11:40.170000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-05-11,2023-05-11,0,EHAM,Amsterdam Airport Schiphol,2.78,2023-05-11T17:10:42.350000Z,EIDW,Dublin Airport,1.21,2023-05-11T22:29:14.320000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-05-11,2023-05-12,1,EIDW,Dublin Airport,1.21,2023-05-11T22:29:14.320000Z,EGPH,Edinburgh Airport,0.37,2023-05-12T05:41:13.900000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
N560TW,2023-05-11,2023-05-11,0,KBUR,Hollywood Burbank/Bob Hope Airport,0.63,2023-05-11T20:07:32.880000Z,KTUS,Tucson International Airport,0.54,2023-05-11T21:52:19.820000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N560TW,2023-05-11,2023-05-11,0,KTUS,Tucson International Airport,0.54,2023-05-11T21:52:27.880000Z,KSDL,Scottsdale Airport,0.3,2023-05-11T22:45:59.440000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2023-05-11,2023-05-11,0,KSNA,John Wayne Orange County International Airport,0.65,2023-05-11T15:01:57.190000Z,KSJC,Mineta San Jose International Airport,0.25,2023-05-11T15:56:38.830000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2023-05-11,2023-05-11,0,KSJC,Mineta San Jose International Airport,0.25,2023-05-11T16:54:24.750000Z,KAPA,Centennial Airport,0.66,2023-05-11T19:02:56.030000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
N872RA,2023-05-11,2023-05-11,0,KAPA,Centennial Airport,0.88,2023-05-11T20:58:34.290000Z,KSNA,John Wayne Orange County International Airport,0.17,2023-05-11T23:00:20.790000Z,airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-05-12,2023-05-12,0,EGPH,Edinburgh Airport,0.37,2023-05-12T06:39:17.860000Z,EIDW,Dublin Airport,1.14,2023-05-12T07:27:14.980000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-05-12,2023-05-12,0,EIDW,Dublin Airport,0.9,2023-05-12T22:26:42.650000Z,EGPH,Edinburgh Airport,0.41,2023-05-12T23:12:28.600000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-05-12,2023-05-13,1,EGPH,Edinburgh Airport,0.41,2023-05-12T23:59:12.600000Z,EIDW,Dublin Airport,1.01,2023-05-13T00:38:02.780000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-RYANAIR,2023-05-13,2023-05-13,0,EIDW,Dublin Airport,0.84,2023-05-13T06:56:38.130000Z,EGNX,East Midlands Airport,0.9,2023-05-13T08:34:47.240000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-05-13,2023-05-13,0,EGNX,East Midlands Airport,0.9,2023-05-13T08:34:53.110000Z,EIDW,Dublin Airport,0.76,2023-05-13T09:29:21.190000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-05-13,2023-05-13,0,EIDW,Dublin Airport,0.84,2023-05-13T10:28:10.290000Z,LIME,Il Caravaggio International Airport,0.5,2023-05-13T12:45:50.960000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-05-13,2023-05-13,0,LIME,Il Caravaggio International Airport,0.5,2023-05-13T13:40:56.710000Z,EIDW,Dublin Airport,1.1,2023-05-13T16:52:16.630000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,no,direct,
CONTROL-RYANAIR,2023-05-13,2023-05-14,1,EIDW,Dublin Airport,1.1,2023-05-13T16:53:40.850000Z,LEMD,Adolfo Suárez Madrid–Barajas Airport,3.05,2023-05-14T07:28:00.600000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,0,no,yes,overnight,
CONTROL-RYANAIR,2023-05-14,2023-05-22,8,LEMD,Adolfo Suárez Madrid–Barajas Airport,1.2,2023-05-14T08:46:10.690000Z,LFBO,Toulouse-Blagnac Airport,0.62,2023-05-22T15:25:08.320000Z,adsb-lol|airplanes-live,BOTH_HAVE_IT,BOTH_HAVE_IT,7,no,yes,GAP -- aircraft unobserved for 7 day(s) between these two fields; intermediate stops are possible and are NOT ruled out,
