hex,reg,type,operator,flags,event_days,distinct_cities,states,states_list,top_city,top_city_hits,top_city_share,off_m1,off_0,off_p1,day0_share,control_cities,control_contaminated
a30589,N294NG,PC12,"MJJ CAPITAL MANAGEMENT INC, ONEILL BEVERAGES CO LLC",NONE,2,2,2,CA|OR,"San Jose,CA",1,0.5,1,0,1,0.0,,no
a31e86,N30RX,EC35,REACH AIR MEDICAL SERVICES LLC,NONE,2,2,2,AZ|CA,"San Jose,CA",1,0.5,2,0,0,0.0,,no
a33a30,N307JW,CL30,FINCH LAWRENCE G,NONE,2,2,2,AZ|CA,"San Jose,CA",2,0.667,2,1,0,0.333,,no
a36da4,N32TD,SF50,TD INVESTMENT CO FUND IV LLC,NONE,2,2,2,CA|CO,"San Jose,CA",1,0.5,1,0,1,0.0,,no
a4a887,N4GB,GB1,UPLAND AVIATION LLC,dbflag:LADD,2,2,2,AZ|CA,"San Jose,CA",1,0.5,1,0,1,0.0,,no
a5b42f,N467FX,GLF4,FLEXJET LLC,NONE,2,2,2,CA|TX,"San Jose,CA",1,0.5,1,1,0,0.5,,no
a69b8e,N525AN,C25A,NATIONAL PACIFIC FUND,NONE,2,2,2,CA|TX,"San Jose,CA",2,0.667,1,1,1,0.333,,no
a7def8,N606QS,C68A,"NETJETS SALES INC, HCRI LOGISTICS INC, RITE RUG CO, TONTI ROBERT",NONE,2,2,2,CA|TX,"San Jose,CA",1,0.5,2,0,0,0.0,Des Moines,yes
a87916,N645PC,PC12,SALINA AIRCRAFT SERVICES INC,NONE,2,2,2,AZ|CA,"San Jose,CA",2,0.667,2,0,1,0.0,,no
aae703,N801QS,C700,"D1 CAPITAL EQUIPMENT LLC, STIEFEL CHARLES, STIEFEL DANEEN, MENHO",NONE,2,2,2,CA|DC,"San Jose,CA",1,0.5,1,0,1,0.0,,no
ab43fc,N825FS,GLEX,GLOBALGRIFFIN LLC,NONE,2,2,2,CA|MT,"San Jose,CA",1,0.5,2,0,0,0.0,,no
ad2fab,N949MA,BE20,MAJESTIC AVIATION LLC,NONE,2,2,2,CA|MT,"Rancho Palos Verdes,CA",1,0.5,1,0,1,0.0,Spokane,yes
a01500,N104QT,F2TH,FREEBASE HOLDING LLC,dbflag:LADD,2,2,2,CA|CO,"San Jose,CA",2,0.667,0,1,2,0.333,,no
a4e7f8,N415P,GA6C,GEE 6 LLC,dbflag:LADD,2,2,2,AZ|CA,"San Jose,CA",1,0.5,1,1,0,0.5,,no
ab09d2,N810ET,F2TH,MILLROCK AVIATION FINANCIAL LLC,dbflag:LADD,2,2,2,CA|TX,"San Jose,CA",1,0.5,0,1,1,0.5,,no
ab206f,N816JA,E550,ARLO CONSULTING LLC,dbflag:LADD,2,2,2,CA|FL,"San Jose,CA",2,0.667,0,1,2,0.333,,no
ab4d63,N8271M,T210,BOYD DAVID R,dbflag:LADD,2,2,2,AZ|CA,"San Jose,CA",1,0.5,0,2,0,1.0,,no
ad342e,N95VE,GA6C,CHIM CHIM AVIATION LLC,dbflag:LADD,2,2,2,CA|DC,"San Jose,CA",2,0.667,0,1,2,0.333,,no
a36f1d,N320JE,CL30,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NONE,2,2,2,AZ|CA,"San Jose,CA",1,0.5,1,1,0,0.5,,no
a3e473,N35WL,LJ35,KALITTA CHARTERS LLC,NONE,2,2,2,CA|CO,"San Jose,CA",1,0.5,0,1,1,0.5,,no
a40cdf,N360FX,E55P,"FLEXJET LLC, EMERIL AIR LLC, EDWARDSON JOHN, GEORGICA ADVISORS L",NONE,2,2,2,CA|FL,"San Jose,CA",1,0.5,1,1,0,0.5,,no
a4f966,N42BG,P46T,GTW AVIATION LLC,NONE,2,2,2,AZ|CA,"San Jose,CA",1,0.5,1,1,0,0.5,,no
a51e7d,N429QS,E55P,"NETJETS SALES INC, NETJETS AVIATION INC",NONE,2,2,2,CA|DC,"San Jose,CA",1,0.5,0,1,1,0.5,,no
aca90c,N9148W,M20P,D & D KAYE INC,NONE,2,2,2,AZ|CA,"San Jose,CA",1,0.5,0,2,0,1.0,,no
ad5a60,N96FX,GLEX,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,NONE,2,2,2,CA|TX,"San Jose,CA",1,0.5,0,2,0,1.0,,no
a271e5,N257EB,BE40,HUSKER AVIATION LLC,NONE,2,2,2,CA|CO,"Los Angeles,CA",2,0.667,1,1,1,0.333,Albuquerque|Spokane,yes
4d23ab,9H-VISTA,GL7T,,non_us_registration,2,2,2,CA|FL,"San Jose,CA",1,0.5,0,0,2,0.0,,no
a0265d,N109CH,GLF6,TRASIMENE CAPITAL MANAGEMENT LLC,dbflag:LADD,2,2,2,CA|NV,"Las Vegas,NV",2,0.667,1,0,2,0.0,,no
a11b24,N170WC,CL30,WCA HOLDINGS IV LLC,dbflag:LADD,2,2,2,CA|TX,"San Jose,CA",1,0.5,0,0,2,0.0,,no
a2380f,N242GM,GLF5,TRANS-EXEC AIR SERVICE INC,dbflag:LADD,2,2,2,CA|DC,"San Jose,CA",1,0.5,0,0,2,0.0,,no
a90428,N680KR,C680,"JSR REAL ESTATE INVESTMENT GROUP LLC, JDM CONSTRUCTION LLC",dbflag:LADD,2,2,2,CA|NC,"San Jose,CA",1,0.5,1,0,1,0.0,,no
a9d28a,N732AS,CL30,EXECUTIVE AIRSHARE LLC,government_operator_string,2,2,2,CA|KS,"Lawrence,KS",3,0.75,1,1,2,0.25,,no
ad7a60,N968FE,C208,FEDERAL EXPRESS CORPORATION,government_operator_string,2,2,2,CA|NV,"San Jose,CA",1,0.5,0,1,1,0.5,,no
a04635,N117AA,CL60,CORSAIR TWO LLC,NONE,2,2,2,CA|WA,"Seattle,WA",2,0.667,1,1,1,0.333,Spokane,yes
a3f844,N355KC,LJ35,DOCHYLO KENNETH,NONE,2,2,2,AZ|CA,"San Jose,CA",1,0.5,0,1,1,0.5,Albuquerque,yes
a47995,N388FX,E55P,"CHIAPPARONE PAUL, ROBERTSON SANFORD, NLS ADVISORY GROUP INC, ORE",NONE,2,2,2,AZ|CA,"San Jose,CA",1,0.5,1,0,1,0.0,Chattanooga,yes
a4fc97,N420KY,HDJT,ZADI JET AVIATION LLC,NONE,2,2,2,CA|VA,"San Jose,CA",1,0.5,0,1,1,0.5,,no
a7b782,N597BA,BE20,"TULLIS LYLE L, FRIESEN GROUP INC",NONE,2,2,2,AZ|CA,"San Jose,CA",1,0.5,1,0,1,0.0,,no
a7e2af,N607QS,C68A,"NETJETS SALES INC, WILMINGTON TRUST CO TRUSTEE, WILSON DOROTHY E",NONE,2,2,2,AZ|CA,"Los Angeles,CA",1,0.5,1,0,1,0.0,Albuquerque|Syracuse,yes
a681a7,N5181E,C172,MUSTANG SALLY AVIATION LLC,NONE,2,2,2,CA|FL,"Orlando,FL",3,0.75,1,1,2,0.25,,no
a8b2f3,N66M,E55P,CJ LEASING SERVICES LLC,NONE,2,2,2,CA|TX,"Denton,TX",1,0.5,0,1,1,0.5,Albuquerque,yes
a067b4,N125QS,GL5T,"BLUE DOG AIR LLC, BIN SHI, NESMITH BRIAN M TRUSTEE, NESMITH NANC",NONE,2,2,2,NV|TX,"Las Vegas,NV",1,0.5,1,0,1,0.0,Spokane,yes
ae5c77,169319,B350,,dbflag:military|non_us_registration,2,2,2,AZ|CA,"San Diego,CA",2,0.667,1,0,2,0.0,Albuquerque|Spokane,yes
a66695,N511QS,C68A,"NETJETS SALES INC, TARRANT NJ LLC, CMC AVIATION LLC, EURARK LLC,",NONE,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,0,0,2,0.0,Albuquerque|Des Moines,yes
ad4890,N955PS,PC24,PC24 LLC,NONE,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,1,0,1,0.0,Spokane,yes
a22318,N237GA,GLF5,ORANGE COUNTY/SUNBIRD AVIATION LLC,dbflag:LADD,2,2,2,CA|DC,"Fullerton,CA",1,0.5,0,0,2,0.0,Spokane,yes
a53e8e,N437QS,E55P,"NETJETS SALES INC, AGORA REALTY AND MANAGEMENT INC, ALL STAR ADV",NONE,2,2,2,AZ|UT,"Phoenix,AZ",1,0.5,1,0,1,0.0,Spokane,yes
a04b1e,N118NG,PC12,AVODAH BLUE LLC,dbflag:LADD,2,2,2,CA|UT,"Los Angeles,CA",1,0.5,1,0,1,0.0,,no
a06035,N123Q,CL30,WILMINGTON TRUST CO TRUSTEE,dbflag:LADD,2,2,2,CA|NC,"Los Angeles,CA",2,0.667,1,2,0,0.667,,no
a10e50,N1672C,C172,CE-172 AIRCRAFT LLC,dbflag:LADD,2,2,2,CA|CO,"Los Angeles,CA",3,0.75,1,2,1,0.5,,no
a21fda,N236LX,F2TH,WILMINGTON TRUST CO TRUSTEE,dbflag:LADD,2,2,2,CA|CO,"Woodland Park,CO",2,0.667,1,1,1,0.333,,no
a987c5,N713FX,C208,FEDERAL EXPRESS CORPORATION,government_operator_string,2,2,2,CA|NV,"Los Angeles,CA",3,0.75,1,1,2,0.25,,no
aa3fb7,N76FL,S76,HELINET AVIATION SERVICES LLC,dbflag:LADD,2,2,2,CA|NV,"Los Angeles,CA",1,0.5,2,0,0,0.0,,no
a20690,N23EE,E55P,ALBIN DAVID R,NONE,2,2,2,AZ|CA,"Los Angeles,CA",1,0.5,1,0,1,0.0,,no
a3235f,N301DL,S22T,FREEDOM EQUIPMENT INC,NONE,2,2,2,CA|FL,"Los Angeles,CA",2,0.667,1,1,1,0.333,,no
a38cb0,N328GT,D328,MIRADA MANAGER LLC,NONE,2,2,2,CA|CO,"Los Angeles,CA",1,0.5,1,0,1,0.0,,no
a782c1,N583TL,C560,518MV AIR LLC,NONE,2,2,2,CA|CO,"Los Angeles,CA",1,0.5,1,0,1,0.0,,no
ad0b89,N94HL,C25A,CAE OXFORD AVIATION ACADEMY PHOENIX INC,NONE,2,2,2,AZ|CA,"Los Angeles,CA",2,0.667,1,1,1,0.333,,no
a18e35,N2KC,C25C,SIERRA FLIGHT LLC,NONE,2,2,2,CA|CO,"Los Angeles,CA",1,0.5,1,1,0,0.5,,no
a2c823,N279CF,H25B,J JETS INC,NONE,2,2,2,AZ|CA,"Los Angeles,CA",1,0.5,1,1,0,0.5,,no
a4c292,N4057S,R44,ROBINSON HELICOPTER CO,NONE,2,2,2,CA|TN,"Los Angeles,CA",1,0.5,0,1,1,0.5,,no
ac9471,N91BF,C441,"CRESTED BUTTE AIRCRAFT, WILLIAMSON GROUP LLC",NONE,2,2,2,CA|CO,"Los Angeles,CA",1,0.5,1,1,0,0.5,,no
acb0fb,N917DD,C56X,PAULS VALLEY AVIATION II LLC,NONE,2,2,2,AZ|CA,"Los Angeles,CA",1,0.5,0,1,1,0.5,,no
a1e6a1,N221VP,C56X,PICABO LEASING LLC,dbflag:LADD,2,2,2,AZ|CA,"Los Angeles,CA",1,0.5,1,0,1,0.0,,no
a2a127,N269HM,GLF5,FLYNT LOGISTICS LLC,dbflag:LADD,2,2,2,AZ|CA,"Los Angeles,CA",1,0.5,0,0,2,0.0,,no
a4a8a2,N4HD,F2TH,"KUERA SOLUTIONS LLC, NEVER GRAY HOLDINGS LLC",NONE,2,2,2,CA|TX,"Los Angeles,CA",1,0.5,1,0,1,0.0,,no
a71251,N555DH,C25A,DEMETER HARVEST CORP,NONE,2,2,2,AZ|CA,"Los Angeles,CA",1,0.5,1,0,1,0.0,,no
a90f76,N683MG,BE9L,1976 KING LLC,NONE,2,2,2,AZ|CA,"Los Angeles,CA",1,0.5,1,0,1,0.0,,no
a175ff,N1932S,CL30,SHEHADEY ENTERPRISE SOLUTIONS LLC,dbflag:LADD,2,2,2,AZ|NV,"Phoenix,AZ",1,0.5,2,0,0,0.0,,no
a21603,N2330F,C172,FLIGHT OPERATIONS AIRCRAFT LLC,dbflag:LADD,2,2,2,AZ|CO,"Phoenix,AZ",1,0.5,1,1,0,0.5,,no
ad0beb,N94MJ,BE20,TVPX AIRCRAFT SOLUTIONS INC TRUSTEE,dbflag:LADD,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,2,0,0,0.0,,no
ae14b4,160977,BE9L,,dbflag:military|non_us_registration,2,2,2,AZ|TX,"Phoenix,AZ",1,0.5,2,0,0,0.0,Albuquerque,yes
a45a24,N38NG,GLF5,NORTHROP GRUMMAN SYSTEMS CORP,dbflag:LADD,2,2,2,AZ|FL,"Phoenix,AZ",1,0.5,2,0,0,0.0,Albuquerque,yes
a6bdeb,N5330A,C82S,GILA AVIATION LLC,NONE,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,1,1,0,0.5,,no
ac872f,N906TR,LJ60,CAREER AVIATION COMPANY INC,NONE,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,2,0,0,0.0,Albuquerque,yes
ab0eab,N811SH,C560,1212012 LLC,NONE,2,2,2,AZ|DC,"Washington,DC",1,0.5,1,0,1,0.0,Albuquerque|Des Moines,yes
a570d1,N45LV,LJ45,"HAMMERFLY LLC, SILVER WINGS LLC, Z AIR LLC",dbflag:LADD,2,2,2,AZ|CO,"Phoenix,AZ",1,0.5,0,1,1,0.5,,no
a655f1,N507WM,BE40,GLEN AVALON LLC,dbflag:LADD,2,2,2,AZ|IN,"Phoenix,AZ",1,0.5,0,0,2,0.0,,no
a904f0,N680TR,C680,BRASK T-4 EQUIPMENT LLC,dbflag:LADD,2,2,2,AZ|MT,"Bozeman,MT",2,0.667,0,1,2,0.333,,no
a9f09a,N74EE,PA46,LATHEM DOUGLAS,dbflag:LADD,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,1,0,1,0.0,,no
ac7473,N901S,C680,ROXIE LLC,dbflag:LADD,2,2,2,AZ|NV,"Phoenix,AZ",1,0.5,0,1,1,0.5,,no
a4c83d,N407SL,B407,CLASSIC NA LLC,NONE,2,2,2,AZ|NV,"Phoenix,AZ",1,0.5,0,0,2,0.0,,no
a52fb2,N433QS,E55P,"NETJETS SALES INC, WHITE WINGS INC, CAPITAL HOLDINGS 240 LLC, HA",NONE,2,2,2,AZ|FL,"Phoenix,AZ",1,0.5,1,0,1,0.0,Albuquerque,yes
a5ccc7,N473FL,BE40,FLIGHT OPTIONS LLC,NONE,2,2,2,AZ|NV,"Phoenix,AZ",1,0.5,1,0,1,0.0,,no
a68010,N518KH,G150,GOLDEN EAGLE MANAGEMENT LLC,NONE,2,2,2,AZ|UT,"Phoenix,AZ",1,0.5,0,1,1,0.5,,no
a88e08,N650PJ,C650,SOUTHWEST AVIATION INC,NONE,2,2,2,AZ|MN,"Phoenix,AZ",1,0.5,0,0,2,0.0,,no
a91739,N685QS,C56X,NETJETS SALES INC,NONE,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,0,0,2,0.0,,no
a9ede9,N739QS,CL30,"NETJETS SALES INC, ALTEC VENTURES LLC, BAGNARD CO LLC, BBJEC LLC",NONE,2,2,2,AZ|WA,"Phoenix,AZ",1,0.5,0,1,1,0.5,,no
aadf64,N8YU,PC12,FAT CITY AIR SERVICE LLC,NONE,2,2,2,AZ|CO,"Boulder,CO",2,0.667,0,1,2,0.333,,no
acb9fa,N919VE,CL60,VALHALLA ENTERTAINMENT INC,dbflag:LADD,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,1,0,1,0.0,,no
a02ff6,N111AM,GLF5,MARNELL GAMING MANAGEMENT LLC,dbflag:LADD,2,2,2,NV|OR,"Las Vegas,NV",1,0.5,1,0,1,0.0,,no
adfdf9,92-9000,B742,,dbflag:military|us_military_serial,2,2,2,AZ|NV,"Las Vegas,NV",1,0.5,0,1,1,0.5,,no
a172a0,N1925,F2TH,RHEEM MANUFACTURING CO,dbflag:LADD,2,2,2,CA|GA,"Fullerton,CA",3,0.75,1,2,1,0.5,,no
a46efc,N385MM,EPIC,N385MM GROUP LLC,NONE,2,2,2,CA|UT,"Salt Lake City,UT",2,0.667,2,0,1,0.0,,no
a75d57,N574AT,PA44,ATP AIRCRAFT 3 LLC,dbflag:LADD,2,2,2,CA|UT,"Logan,UT",3,0.6,1,2,2,0.4,,no
a0cbdf,N150TG,C680,HOME RUN LLC,NONE,2,2,2,AZ|CA,"Fullerton,CA",2,0.667,0,1,2,0.333,,no
ac6343,N898CE,GLF5,CEOC LLC,dbflag:LADD,2,2,2,CA|NV,"Fullerton,CA",1,0.5,0,0,2,0.0,,no
a11da1,N171HP,P46T,HUNT PACIFIC MANAGEMENT CORP,NONE,2,2,2,AZ|CA,"Fullerton,CA",1,0.5,1,0,1,0.0,,no
a1bd42,N211AJ,C182,LEVISEE STEVE,NONE,2,2,2,AZ|CA,"Fullerton,CA",1,0.5,0,0,2,0.0,,no
a6aade,N529FD,C25A,CASEY HAWKINS AVIATION LLC,NONE,2,2,2,CA|OR,"Fullerton,CA",1,0.5,1,0,1,0.0,,no
a6c5b8,N53521,P32R,SPRAGUE WOLCOTT E,NONE,2,2,2,AZ|CA,"Fullerton,CA",1,0.5,1,0,1,0.0,,no
aade1a,N8KP,SR22,STRUCTURE STUDIOS LLC,NONE,2,2,2,CA|WA,"Fullerton,CA",1,0.5,1,0,1,0.0,,no
a2383d,N242JH,PC12,DELTA PROPERTIES LLP,dbflag:LADD,2,2,2,AZ|CA,"San Diego,CA",1,0.5,1,0,1,0.0,,no
a08d33,N13456,C172,JOHNSON RICHARD A,NONE,2,2,2,AZ|CA,"San Diego,CA",1,0.5,1,0,1,0.0,,no
a60ac5,N489HP,BE33,HIGH PERFORMANCE AIRCRAFT LLC,NONE,2,2,2,AZ|CA,"San Diego,CA",1,0.5,1,1,0,0.5,,no
a05f67,N123FU,S22T,GM321GO AVIATION GROUP LLC,dbflag:LADD,2,2,2,AZ|CA,"San Diego,CA",1,0.5,1,1,0,0.5,,no
a69bfa,N525EW,C25A,RYAN INVESTMENTS LLC,dbflag:LADD,2,2,2,AZ|CA,"San Diego,CA",1,0.5,1,1,0,0.5,,no
ab1262,N812SH,C560,CAMP LOGISTICS LLC,dbflag:LADD,2,2,2,AZ|CA,"San Diego,CA",1,0.5,1,1,0,0.5,,no
06a1cc,A7-CGG,GLF6,,non_us_registration,2,2,2,AZ|CA,"San Francisco,CA",2,0.667,2,1,0,0.333,,no
a20150,N22813,C172,CAREER PILOT TRAINING LLC,dbflag:LADD,2,2,2,AZ|CO,"Phoenix,AZ",1,0.5,2,0,0,0.0,,no
a2f424,N29LJ,LJ60,DULCICH JET LLC,dbflag:LADD,2,2,2,AZ|UT,"Phoenix,AZ",1,0.5,2,0,0,0.0,,no
aa4089,N76PW,GA6C,"MADRONE AVIATION LLC, CPG HOLDCO LLC",dbflag:LADD,2,2,2,AZ|CO,"Phoenix,AZ",1,0.5,1,0,1,0.0,,no
ab5c91,N831FC,C25B,NACHES AVIATION LLC,dbflag:LADD,2,2,2,AZ|MN,"Minneapolis,MN",2,0.667,2,1,0,0.333,,no
a23c6c,N243PC,C700,BANK OF UTAH TRUSTEE,dbflag:LADD,2,2,2,CA|PA,"Pittsburgh,PA",1,0.5,1,1,0,0.5,,no
a66cea,N513DL,GL5T,PNC FINANCIAL SERVICES GROUP INC,dbflag:LADD,2,2,2,CO|PA,"Woodland Park,CO",2,0.667,2,0,1,0.0,,no
a80689,N616RK,GLF5,BANK OF UTAH TRUSTEE,dbflag:LADD,2,2,2,AZ|UT,"Orem,UT",1,0.5,0,0,2,0.0,Albuquerque,yes
a051f8,N12GJ,BE9L,BUILDING IDEAS INC,NONE,2,2,2,CA|CO,"San Diego,CA",1,0.5,0,1,1,0.5,,no
a0b303,N144R,BE35,EXTRIVO INC,NONE,2,2,2,AZ|CA,"San Diego,CA",1,0.5,1,1,0,0.5,,no
a0fd7b,N163GT,P46T,TEAMAIR LLC,NONE,2,2,2,AZ|CA,"San Diego,CA",1,0.5,0,1,1,0.5,Des Moines,yes
a03060,N111ET,SR22,WINGS AND WHEELS II LLC,NONE,2,2,2,AZ|CO,"Phoenix,AZ",1,0.5,1,1,0,0.5,,no
a369af,N319QS,E55P,"NETJETS SALES INC, MINELLA AMY K, BG TRANSPORTATION LLC, BEEBE C",NONE,2,2,2,AZ|GA,"Phoenix,AZ",2,0.667,1,1,1,0.333,,no
a41904,N363SC,SR22,OCM AVIATION LLC,NONE,2,2,2,AZ|CO,"Phoenix,AZ",1,0.5,1,0,1,0.0,,no
a4fe83,N4204,AS50,AIR METHODS LLC,NONE,2,2,2,AZ|UT,"Salt Lake City,UT",2,0.667,2,0,1,0.0,,no
a6c15f,N534XJ,CL30,TVPX AIRCRAFT SOLUTIONS INCTRUSTEE,NONE,2,2,2,AZ|TX,"Phoenix,AZ",1,0.5,1,0,1,0.0,Albuquerque,yes
a6cbdd,N537QS,C68A,"WDW INVESTMENTS LLC, NSB AIR LLC, GYPSUM MANAGEMENT AND SUPPLY I",NONE,2,2,2,AZ|TX,"Phoenix,AZ",1,0.5,2,0,0,0.0,,no
a96521,N704TP,C510,FX CONSULTING LTD,NONE,2,2,2,AZ|CO,"Phoenix,AZ",1,0.5,1,0,1,0.0,,no
aaa332,N785B,S22T,FLYRIGHT VENTURES LLC,NONE,2,2,2,AZ|CA,"Phoenix,AZ",2,0.667,1,0,2,0.0,,no
acf23d,N933QS,C68A,"ADVENTURE AIRWAYS LLC, BICON LLC, JOHNSON CARL, CLOVER INVESTORS",NONE,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,2,0,0,0.0,Spokane,yes
adc2ff,N986SA,LJ35,IS 40 31 LLC,NONE,2,2,2,AZ|WA,"Phoenix,AZ",1,0.5,1,1,0,0.5,,no
a349be,N3104J,BCS3,JETBLUE AIRWAYS CORP,NONE,2,2,2,CA|TX,"Denton,TX",1,0.5,0,0,2,0.0,Albuquerque,yes
abc582,N858EP,C25B,MAISLEY AVIATION LLC,NONE,2,2,2,CA|OR,"Corvallis,OR",1,0.5,1,0,1,0.0,Albuquerque,yes
a7fa26,N613CS,F2TH,AVLEASE COMPANY LLC,dbflag:LADD,2,2,2,AZ|FL,"Phoenix,AZ",1,0.5,1,0,1,0.0,,no
a23c93,N243QS,CL60,"DCAC FLIGHTS LLC, PLOTKIN GABRIEL, ROYAL PALM CONSULTING LLC, BA",government_operator_string,2,2,2,NV|TX,"Denton,TX",3,0.75,2,1,1,0.25,,no
a66e58,N513UB,GALX,C STREET HOLDINGS LLC,dbflag:LADD,2,2,2,CA|NV,"Las Vegas,NV",2,0.667,2,1,0,0.333,,no
a9ab8d,N722FX,C208,FEDERAL EXPRESS CORPORATION,government_operator_string,2,2,2,CA|NV,"Las Vegas,NV",1,0.5,1,0,1,0.0,,no
ae0806,99-0060,C17,,dbflag:military|us_military_serial,2,2,2,MN|NV,"Las Vegas,NV",1,0.5,1,1,0,0.5,,no
a4f381,N418T,PC12,FISH HAWK AIR LLC,NONE,2,2,2,AZ|UT,"Phoenix,AZ",1,0.5,1,0,1,0.0,,no
a55296,N442FP,LJ45,NORD AVIATION LLC,NONE,2,2,2,AZ|CO,"Woodland Park,CO",2,0.667,0,1,2,0.333,,no
a65484,N507FX,CL30,"SEMPRA ENERGY, HAGEY HARRY R TRUSTEE, HAGEY SHIRLEY TRUSTEE, AAO",NONE,2,2,2,AZ|TX,"Phoenix,AZ",1,0.5,1,0,1,0.0,Des Moines|Syracuse,yes
a6c5c8,N5353G,P28R,G & M AIRCRAFT INC,NONE,2,2,2,AZ|CO,"Phoenix,AZ",1,0.5,0,0,2,0.0,,no
a767a8,N5764S,M20P,ALIANZA DEVELOPMENT INC,NONE,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,1,0,1,0.0,,no
aba90f,N850TP,TBM7,PJ CAPITAL LLC,NONE,2,2,2,AZ|MN,"Phoenix,AZ",1,0.5,0,1,1,0.5,,no
ac7f56,N904PJ,PC12,HELIBRO LLC,NONE,2,2,2,AZ|CA,"Phoenix,AZ",1,0.5,1,0,1,0.0,Albuquerque,yes
acfd62,N936QS,C68A,"CP AVIATION LLC, DYNAMIC DEVELOPMENT INC, TILSTON KEITH, NIGEL T",NONE,2,2,2,AZ|TX,"Phoenix,AZ",1,0.5,0,0,2,0.0,Des Moines,yes
abd438,N861TA,F16,TOP ACES CORP,dbflag:LADD,2,2,2,AZ|NV,"Las Vegas,NV",1,0.5,0,1,1,0.5,,no
a0e956,N158QS,GLEX,"NETJETS SALES INC, TVPX AIRCRAFT SOLUTIONS INC TRUSTEE, NEW 98 L",NONE,2,2,2,NV|WA,"Las Vegas,NV",1,0.5,1,1,0,0.5,Des Moines,yes
a9b048,N723SG,C25B,SOUTHWEST GAS CORP,NONE,2,2,2,AZ|NV,"Las Vegas,NV",1,0.5,1,1,0,0.5,,no
aae66d,N801JS,C56X,CITATION 1 JULIET SIERRA LLC,NONE,2,2,2,NV|TX,"Las Vegas,NV",1,0.5,0,1,1,0.5,,no
a2281f,N238VM,PC12,GUARDIAN FLIGHT LLC,NONE,2,2,2,AZ|CA,"San Francisco,CA",2,0.667,0,1,2,0.333,Albuquerque,yes
a8313f,N627LG,F2TH,LIVE MAS ENTERPRISES LLC,dbflag:LADD,2,2,2,AZ|CO,"Phoenix,AZ",1,0.5,1,0,1,0.0,Albuquerque,yes
a3c54f,N342FX,E545,"MANSEFELDT INVESTMENT CORP, TSURU FRANK, RTN MARCO ISLAND LLC, S",NONE,2,2,2,DC|TX,"Washington,DC",1,0.5,0,0,2,0.0,Albuquerque,yes
a45553,N379B,C25B,BUCKLE INC,NONE,2,2,2,KS|NE,"Lawrence,KS",2,0.667,1,1,1,0.333,,no
a8ebdc,N674PC,C340,"LEGAL WINGS I LLC, INTO PIECES LLC",NONE,2,2,2,AZ|KS,"Lawrence,KS",1,0.5,0,1,1,0.5,,no
a51326,N426NS,C25B,MUSTANG 426NS LLC,NONE,2,2,2,AZ|KS,"Lawrence,KS",1,0.5,1,0,1,0.0,Des Moines,yes
a7251f,N56FS,C560,SUNNY SKIES KC LLC,NONE,2,2,2,FL|KS,"Lawrence,KS",1,0.5,1,0,1,0.0,,no
a97725,N709MW,C172,GRANT MICHAEL R,NONE,2,2,2,NE|UT,"Omaha,NE",1,0.5,1,1,0,0.5,,no
a5b50b,N467QS,E55P,"507 AVIATION LLC, BANK OF UTAH TRUSTEE, BARELA HOLDINGS LLC, O'R",NONE,2,2,2,AZ|CO,"Boulder,CO",2,0.667,1,1,1,0.333,Albuquerque,yes
a12ab8,N1742S,C172,CAREER PILOT TRAINING LLC,dbflag:LADD,2,2,2,CA|UT,"Salt Lake City,UT",3,0.6,1,2,2,0.4,,no
a17393,N193CS,PRM1,CSOKI AVIATION INC,dbflag:LADD,2,2,2,AZ|UT,"Salt Lake City,UT",1,0.5,2,0,0,0.0,Albuquerque,yes
a75d60,N574BB,C25C,BBI INC,dbflag:LADD,2,2,2,TX|UT,"Salt Lake City,UT",1,0.5,2,0,0,0.0,,no
acc8e1,N92266,C172,DHS OPERATIONS LLC,dbflag:LADD,2,2,2,CA|UT,"Salt Lake City,UT",3,0.6,2,1,2,0.2,,no
a0017d,N1RD,C25A,"DUNCAN AVIATION INC, HELIUM AVIATION LLC, PERRY & ASSOCIATES INC",NONE,2,2,2,NV|UT,"Salt Lake City,UT",1,0.5,2,0,0,0.0,,no
a1c9f5,N214SG,CL30,SNJ PARTNERS EB5 FUND LLC,NONE,2,2,2,AZ|UT,"Salt Lake City,UT",1,0.5,1,0,1,0.0,,no
a2990a,N267AM,AS50,AIR METHODS LLC,NONE,2,2,2,CO|UT,"Salt Lake City,UT",2,0.667,2,1,0,0.333,,no
a31e24,N30MZ,GALX,WILDWOOD YONDER LLC,NONE,2,2,2,FL|UT,"Salt Lake City,UT",1,0.5,1,1,0,0.5,,no
a38cb2,N328GV,E55P,GRANDVIEW AVIATION LLC,NONE,2,2,2,NV|UT,"Salt Lake City,UT",1,0.5,1,0,1,0.0,Albuquerque,yes
